X Location (mm)	Y Location (mm)	Z Location (mm)	Normal Stress (MPa)
87,587	-44,842	12,488	5,9276
84,	-51,855	47,875	1,8354
84,	-55,032	43,946	2,2443
84,	-62,777	51,128	0,97819
84,	-60,092	43,951	1,8356
84,	-59,757	54,241	0,90935
84,	-55,309	51,977	1,2506
84,	-65,151	47,155	1,1139
88,801	-55,382	46,749	1,8521
89,64	-61,105	46,844	1,4697
89,723	-58,017	55,318	0,91269
87,405	-62,22	53,652	0,83539
84,	-28,474	15,148	8,7081
84,	-32,74	14,787	7,8877
84,	-27,402	19,131	8,749
84,	-34,838	22,516	7,3578
84,	-29,531	22,996	8,524
84,	-36,414	17,719	7,2285
89,258	-29,43	16,892	7,536
88,279	-33,056	17,978	7,4331
88,159	-29,482	20,759	7,9194
84,	-60,563	25,824	3,4832
84,	-67,837	32,298	2,2151
84,	-68,871	27,765	2,3899
84,	-63,088	34,328	2,5115
84,	-59,779	30,205	3,2282
84,	-65,829	25,407	2,8702
89,588	-62,92	26,142	3,2039
89,346	-68,534	29,914	2,3233
88,081	-61,05	31,103	3,0198
84,	-42,681	-44,849	2,7464
84,	-46,161	-41,621	3,129
84,	-35,957	-40,192	3,6965
84,	-42,268	-34,252	4,6156
84,	-45,984	-36,864	3,8062
84,	-38,672	-43,016	2,9722
84,	-38,566	-36,545	4,8574
90,268	-39,722	-36,167	4,5861
89,77	-45,69	-36,781	3,8355
89,591	-40,782	-42,437	3,1203
87,377	-37,205	-38,776	4,1273
84,	-49,264	-58,198	0,81629
84,	-48,982	-52,114	1,4038
84,	-52,462	-48,886	1,7864
84,	-58,575	-56,354	0,72483
84,	-56,346	-49,884	1,4339
84,	-55,72	-59,059	0,66426
84,	-58,12	-52,897	1,034
89,358	-54,657	-50,66	1,4572
89,346	-51,267	-57,095	0,90852
88,277	-59,422	-54,661	0,8208
86,456	-58,201	-58,668	0,60333
84,	-10,504	-14,099	11,272
84,	-12,824	-18,334	10,944
84,	-6,1275	-14,715	11,691
84,	-7,9516	-24,159	12,05
84,	-4,1578	-17,664	11,919
84,	-11,386	-22,528	11,048
84,	-4,8709	-21,431	11,829
87,769	-10,451	-24,12	11,563
89,451	-6,9524	-19,535	9,4383
87,137	-12,861	-21,593	10,243
84,	11,671	-15,13	14,955
84,	9,1827	-18,316	13,562
84,	3,9923	-15,939	12,936
84,	6,1697	-12,933	13,4
84,	10,118	-12,921	14,712
84,	5,9951	-18,056	12,996
86,059	5,7353	-17,979	12,024
87,896	9,5066	-15,229	11,217
84,	-29,12	-12,544	8,5742
84,	-24,	-12,704	9,481
84,	-21,678	-17,391	9,681
84,	-30,963	-16,487	8,1277
84,	-24,	-20,887	9,2872
84,	-28,066	-19,704	8,6803
89,204	-24,121	-18,523	8,1883
89,209	-27,579	-13,42	7,9152
88,579	-28,833	-17,558	8,0122
84,	8,2787	10,905	14,484
84,	9,3504	14,155	14,492
84,	6,7078	17,062	13,151
84,	2,8008	17,721	12,708
84,	2,4674	12,227	12,717
87,699	6,2773	10,603	11,532
87,151	0,44572	13,075	11,294
87,534	5,2057	17,088	11,067
86,836	9,1732	15,831	11,871
84,	-55,607	4,2598	4,7591
84,	-58,837	0,81968	4,4172
84,	-52,027	-4,0027	5,1637
84,	-49,749	-0,65627	5,4176
84,	-56,494	-3,1357	4,6622
90,29	-51,183	6,4505e-003	5,3777
88,999	-53,451	6,5018	5,0413
90,293	-56,758	-1,9286	4,7278
89,39	-58,293	4,0035	4,5128
86,607	-57,563	-3,9949	4,5683
84,	-32,478	0,30277	8,2179
84,	-35,852	4,6011	7,4022
84,	-34,829	-4,1863	7,6416
84,	-39,417	-4,1372	6,7919
84,	-41,815	-0,95344	6,4594
88,338	-35,874	-1,4501	6,8864
91,159	-38,665	0,69478	6,7202
89,786	-40,136	4,2306	6,6449
89,878	-35,572	2,4935	6,7621
87,85	-40,135	-1,9772	6,6479
87,215	-33,413	3,0245	7,3103
84,	-12,168	22,614	11,8
84,	-18,042	17,61	10,196
84,	-13,347	12,564	10,958
84,	-9,5661	13,562	11,285
84,	-16,194	21,392	10,304
84,	-9,5228	19,576	11,627
84,	-15,973	14,502	10,63
89,335	-15,059	18,9	9,1119
87,151	-8,5724	14,614	10,178
87,542	-15,224	12,886	9,5153
86,836	-11,129	20,26	10,498
84,	-38,935	47,098	1,9951
84,	-35,129	43,364	2,8866
84,	-34,429	51,236	1,3822
84,	-29,799	43,095	3,0021
89,	-30,655	51,537	1,1982
89,	-29,008	48,372	1,2557
87,333	-31,979	44,59	2,4812
90,251	-33,747	49,04	1,5948
84,	-85,635	6,7029	1,0615
84,	-81,343	3,6408	1,6642
84,	-82,017	-1,2309	1,5841
84,	-87,169	-1,9452	0,90824
88,42	-80,628	0,93911	1,8033
86,897	-87,444	0,16652	0,88946
86,725	-87,313	4,0403	0,89102
84,	-46,926	63,991	0,39309
84,	-43,494	67,236	0,32296
84,	-38,903	59,208	0,72976
84,	-43,447	60,102	0,70844
87,117	-39,499	61,958	0,56546
88,974	-43,839	64,621	0,43917
86,258	-41,102	66,506	0,3955
84,	-74,519	-9,5502	2,4522
84,	-66,236	-3,3011	3,5346
84,	-73,304	-5,9836	2,6612
84,	-70,13	-4,0828	3,0613
84,	-72,933	-12,782	2,5627
84,	-63,894	-7,2565	3,7796
84,	-65,458	-10,257	3,544
90,872	-69,26	-8,5259	3,172
88,42	-71,915	-3,8136	2,8804
89,728	-73,83	-10,91	2,535
86,789	-67,021	-11,629	3,3417
86,607	-64,963	-8,1156	3,6856
84,	-52,131	21,19	4,7883
84,	-59,34	19,07	3,9968
84,	-56,322	26,592	3,8771
84,	-54,479	18,143	4,5905
84,	-62,371	21,794	3,5191
89,615	-53,551	23,436	4,5013
88,999	-55,201	17,422	4,6005
89,588	-59,463	22,529	3,8527
88,081	-57,593	27,49	3,6687
84,	-84,458	17,09	0,98866
84,	-78,599	24,251	1,4468
84,	-79,432	19,645	1,5538
84,	-82,21	26,669	0,89608
87,952	-83,855	23,688	0,8542
87,55	-85,296	20,172	0,80692
86,647	-80,554	22,975	1,291
84,	-71,033	-31,432	1,8928
84,	-67,919	-27,029	2,5635
84,	-76,571	-30,621	1,3636
84,	-78,297	-25,907	1,4148
84,	-75,367	-22,091	1,9302
89,095	-68,635	-30,088	2,2584
88,985	-75,002	-27,551	1,7404
89,471	-70,818	-23,453	2,4533
84,	14,204	28,413	13,067
84,	17,383	23,983	14,936
84,	22,622	28,125	14,627
84,	21,054	25,202	15,718
86,881	19,09	31,2	10,675
86,99	21,743	28,499	11,142
86,017	16,755	29,58	11,631
86,75	18,862	25,835	11,909
86,037	22,499	25,951	12,478
84,	12,386	11,031	15,782
84,	8,5565	4,8423	14,764
84,	12,467	4,2697	16,822
84,	5,5027	9,1033	14,007
84,	14,231	8,9947	18,175
87,699	9,3126	7,4797	12,822
86,032	14,285	6,8119	15,133
86,358	14,066	9,84	14,448
86,836	12,208	12,708	13,161
84,	-35,524	35,916	5,3125
84,	-35,569	28,559	6,6508
84,	-30,263	29,039	7,817
84,	-30,194	35,647	5,428
84,	-36,696	32,506	5,9141
84,	-28,185	31,816	8,5385
87,333	-32,373	37,142	4,9072
87,463	-35,567	31,525	6,2526
86,868	-31,206	31,624	7,1182
84,	-57,764	-26,634	3,7763
84,	-47,945	-27,411	4,9234
84,	-51,662	-30,022	4,114
84,	-56,148	-22,316	4,2067
84,	-52,352	-21,399	4,697
84,	-49,727	-23,645	4,941
90,618	-49,538	-24,384	4,9403
88,175	-50,586	-20,151	4,997
89,77	-51,368	-29,939	4,1434
89,653	-55,324	-23,392	4,2926
89,095	-58,48	-29,694	3,4711
84,	-26,327	5,488	9,3436
84,	-29,7	9,7862	8,5279
84,	-24,363	14,131	9,3892
84,	-22,294	11,023	9,823
84,	-22,889	8,1247	9,8433
89,258	-26,391	11,891	8,1762
87,542	-21,545	9,4073	8,7086
88,279	-30,017	12,977	8,0732
87,215	-27,262	8,2097	8,436
84,	-67,759	-41,521	1,4546
84,	-62,603	-46,262	1,4333
84,	-71,335	-44,634	0,86954
84,	-70,748	-47,889	0,68462
84,	-64,707	-44,534	1,4632
84,	-67,941	-50,474	0,71118
84,	-64,377	-49,275	1,0334
88,746	-68,145	-46,265	1,0419
88,277	-65,679	-51,039	0,82015
86,353	-69,755	-50,371	0,58809
84,	16,658	-28,17	13,592
84,	18,757	-24,197	15,158
84,	21,634	-25,682	15,348
86,881	19,508	-30,872	10,849
86,828	22,256	-27,684	11,575
87,499	18,251	-26,566	11,132
84,	5,7422	24,222	12,199
84,	6,6035	28,59	11,624
84,	-0,17353	29,134	11,388
84,	1,8352	24,88	11,755
86,796	3,8543	30,081	9,2338
87,534	4,2401	24,247	10,115
86,449	0,43462	26,843	10,596
84,	8,1398	-24,603	12,512
84,	9,7846	-28,476	12,044
84,	2,2363	-25,993	11,797
84,	2,7763	-29,7	10,835
84,	4,9522	-24,343	11,947
86,544	6,2406	-29,587	9,579
87,887	1,6289	-29,127	9,3906
86,059	4,6924	-24,266	10,974
84,	-72,687	30,626	1,7706
84,	-66,904	37,189	1,8922
84,	-76,299	33,044	1,2198
84,	-71,963	40,393	1,1704
84,	-75,525	37,47	1,0341
89,346	-72,35	32,775	1,704
87,968	-73,146	38,078	1,2404
87,911	-76,735	34,517	1,0906
86,577	-75,599	37,845	1,0048
84,	2,2616	3,3071	12,986
84,	-3,9738	1,3648	11,857
84,	-5,1349	4,2629	11,782
84,	-3,8078	7,3647	11,913
84,	-0,79233	7,5681	12,229
87,699	3,0176	5,9446	11,044
87,658	-2,0919	-0,10796	10,689
87,151	-2,814	8,4169	10,806
84,	7,6419	-1,6679	14,294
84,	11,553	-2,2404	16,351
84,	7,0682	-7,8655	14,056
84,	11,016	-7,8535	15,367
84,	12,163	-5,7126	16,934
87,593	10,423	-4,6288	12,768
84,	-79,418	-7,6633	1,8652
84,	-79,047	-14,461	1,7667
84,	-84,068	-13,54	1,1592
84,	-84,57	-8,3775	1,1893
89,728	-79,945	-12,59	1,739
89,849	-84,106	-8,9482	1,2583
87,738	-84,017	-13,038	1,1856
84,	-65,679	-31,971	2,4731
84,	-74,332	-35,563	1,2732
84,	-72,369	-39,488	1,2174
84,	-65,742	-39,387	1,8111
89,095	-66,395	-35,031	2,1679
88,746	-69,179	-41,118	1,3897
88,985	-72,762	-32,494	1,6499
86,947	-73,996	-37,9	1,1629
84,	-58,169	-15,721	4,245
84,	-53,727	-10,444	4,8998
84,	-54,372	-14,804	4,7354
84,	-58,194	-9,5766	4,3982
84,	-59,758	-12,577	4,1627
86,825	-56,832	-12,938	4,531
86,607	-59,263	-10,436	4,3043
84,	10,815	17,189	14,45
84,	14,855	17,127	15,744
84,	15,303	12,244	18,184
84,	16,132	14,241	17,837
86,358	15,137	13,089	14,457
86,836	13,28	15,957	13,17
84,	-30,592	5,1271	8,5232
84,	-29,569	-3,6603	8,7626
84,	-24,449	-3,8204	9,6694
84,	-23,781	3,4656	9,8386
87,542	-22,438	4,7481	8,7039
89,	-24,911	-0,14677	8,1743
88,338	-30,614	-0,92401	8,0074
87,215	-28,154	3,5506	8,4313
84,	-57,101	62,354	0,31246
84,	-52,653	60,09	0,65375
84,	-49,285	68,154	0,21877
84,	-49,238	61,021	0,60426
89,412	-49,345	59,445	0,78168
89,723	-55,36	63,432	0,3158
87,576	-54,773	67,377	0,1357
87,674	-50,961	69,293	0,17987
88,974	-49,629	65,54	0,33498
85,294	-54,31	67,902	0,12432
84,	-9,5333	-5,6778	11,276
84,	-17,037	-8,9216	10,528
84,	-14,715	-13,608	10,728
84,	-8,0187	-9,9894	11,475
91,569	-13,801	-10,201	8,0389
87,658	-7,6514	-7,1505	10,108
89,	-17,499	-5,248	9,0326
89,451	-8,8436	-14,809	9,2223
84,	-42,659	22,527	6,0462
84,	-44,235	17,73	5,9168
84,	-49,504	17,123	5,2468
89,615	-48,576	22,416	5,1575
88,999	-50,226	16,401	5,2568
87,587	-45,253	19,428	5,7547
84,	13,166	-18,072	14,995
84,	16,909	-17,972	16,092
84,	14,101	-12,677	16,145
86,118	18,041	-14,68	14,599
87,896	13,49	-14,985	12,65
85,728	16,641	-11,35	16,167
84,	-48,858	43,138	2,597
84,	-41,876	43,332	3,0796
84,	-49,135	51,169	1,6033
84,	-41,176	51,205	1,5752
84,	-45,72	52,1	1,5538
87,333	-38,726	44,558	2,6743
90,364	-43,961	43,629	2,8188
90,251	-40,494	49,008	1,7878
88,801	-49,208	45,941	2,2048
89,412	-45,828	50,524	1,7313
87,228	-45,966	41,327	3,1125
84,	-60,838	4,7084	4,1628
84,	-59,591	12,038	4,1831
84,	-54,73	11,112	4,7769
88,999	-55,452	10,391	4,7869
89,39	-60,294	7,8923	4,2585
84,	-37,64	12,358	7,0483
88,279	-34,283	12,616	7,2529
89,786	-38,251	9,055	6,9502
89,878	-33,686	7,3178	7,0674
87,215	-31,527	7,8489	7,6156
84,	-81,147	8,7087	1,6317
84,	-80,414	14,326	1,5941
89,649	-84,098	11,382	1,2302
87,55	-86,278	14,853	0,84729
86,725	-87,117	9,1083	0,85851
84,	9,7099	1,3302	15,812
84,	2,7452	6,1637	12,997
87,699	6,5552	4,5402	11,812
87,593	8,5799	-1,0582	12,229
87,658	1,4456	-1,5124	11,458
84,	-44,035	-56,398	1,1121
84,	-48,278	-66,298	0,29426
84,	-40,838	-59,503	0,69247
84,	-44,706	-67,482	0,33002
84,	-50,774	-63,344	0,37252
89,	-40,016	-65,544	0,43051
89,	-38,368	-62,379	0,51175
89,346	-46,321	-61,379	0,61678
88,004	-48,029	-67,109	0,29809
86,709	-43,517	-66,404	0,39692
84,	-47,234	-47,086	2,0822
84,	-39,744	-48,482	1,9254
84,	-40,556	-53,419	1,28
89,591	-41,855	-47,903	2,0735
89,358	-49,429	-48,861	1,7529
89,346	-46,039	-55,296	1,2043
84,	-50,537	-39,101	3,142
84,	-54,598	-44,857	2,1123
89,77	-50,244	-39,018	3,1714
89,591	-45,335	-44,675	2,4561
89,358	-52,909	-45,632	2,1356
84,	-60,948	-23,249	3,5742
89,653	-60,125	-24,325	3,6601
89,095	-63,281	-30,627	2,8386
86,789	-64,101	-21,478	3,2895
89,471	-65,464	-23,992	3,0336
84,	-5,157	-6,2935	11,696
84,	-7,8328	0,91623	11,421
87,658	-4,7898	-3,4547	10,328
84,	-26,799	-8,3094	9,0931
84,	-33,762	-12,092	7,7398
84,	-36,508	-8,1002	7,3366
89,209	-30,379	-9,0247	7,5274
88,579	-31,633	-13,163	7,6244
89,	-27,261	-4,6358	7,598
88,338	-32,965	-5,4131	7,4311
88,308	-34,724	-10,141	7,3706
84,	-74,555	21,487	2,0523
84,	-77,333	28,511	1,3946
84,	-70,679	23,735	2,4257
89,346	-73,384	28,242	1,8788
87,911	-77,769	29,984	1,2654
86,647	-75,677	24,818	1,7895
84,	-15,57	26,9	11,143
84,	-7,6016	29,022	12,063
84,	-8,8984	25,085	12,466
87,402	-13,776	28,366	12,064
86,836	-10,505	25,769	11,337
85,577	-9,3566	30,346	10,85
86,449	-6,9935	26,731	11,271
84,	-57,095	39,214	2,5972
84,	-45,053	39,403	3,4884
84,	-53,787	35,092	3,3139
84,	-46,225	35,994	4,09
88,801	-52,385	42,012	2,6137
88,081	-55,058	35,99	3,1055
87,228	-49,143	37,398	3,5213
84,	-67,961	0,48657	3,3476
84,	-61,725	-2,6871	4,0659
90,293	-61,989	-1,48	4,1315
89,39	-63,524	4,4521	3,9165
88,42	-69,746	0,75581	3,1667
86,607	-62,794	-3,5462	3,972
84,	-19,358	-13,156	10,2
91,569	-18,443	-9,7488	7,511
89,204	-21,801	-14,288	8,7072
89,209	-25,259	-9,1848	8,4342
89,	-22,141	-4,796	8,5048
84,	-64,505	56,686	0,40485
84,	-69,898	49,6	0,60943
89,64	-65,853	49,289	0,96521
87,405	-66,967	56,097	0,33089
87,523	-69,782	52,465	0,39654
84,	9,0335	24,465	12,534
84,	12,213	20,035	14,403
84,	4,2651	20,755	12,665
87,534	6,67	20,122	11,025
86,836	10,638	18,865	11,829
84,	-19,358	-21,339	10,006
84,	-15,598	-22,037	10,505
91,569	-16,122	-14,436	7,7111
89,204	-19,479	-18,975	8,9073
89,451	-11,164	-19,044	8,8945
87,137	-17,073	-21,103	9,6992
84,	-66,05	-56,537	0,32863
84,	-60,086	-61,5	0,28107
84,	-62,486	-55,338	0,65086
88,277	-63,788	-57,102	0,4376
86,456	-62,566	-61,109	0,22014
85,619	-66,144	-58,676	0,17308
84,	-25,421	21,979	9,2052
84,	-21,444	21,896	9,5384
84,	-21,222	15,006	9,864
89,335	-20,308	19,405	8,3461
89,258	-25,32	15,875	8,2172
87,542	-20,474	13,391	8,7495
88,159	-25,372	19,742	8,6005
84,	-76,122	11,264	2,1968
84,	-77,529	0,77496	2,1543
84,	-74,355	2,6757	2,5544
88,42	-76,14	2,945	2,3735
89,112	-73,988	10,965	2,4999
89,649	-79,806	8,3196	1,8329
86,725	-82,825	6,0462	1,4612
90,214	-74,957	6,934	2,4809
84,	12,323	-25,131	13,133
84,	14,421	-21,158	14,698
84,	7,4901	-20,998	13,036
90,009	8,9641	-22,593	9,3024
86,544	8,7786	-26,242	10,668
86,059	7,2303	-20,921	12,063
87,499	13,916	-23,527	10,673
87,896	11,002	-18,171	11,256
84,	-1,6728	-13,555	12,123
84,	0,50465	-10,549	12,586
87,658	-3,2751	-7,7663	10,527
89,451	-4,4673	-15,425	9,6418
84,	-58,847	35,096	2,9053
84,	-67,214	42,422	1,4669
88,801	-57,446	42,016	2,2051
89,64	-63,168	42,112	1,8227
89,346	-67,601	34,804	2,0004
87,968	-68,398	40,107	1,5369
88,081	-60,118	35,994	2,6969
84,	-11,448	5,9191	11,15
84,	-7,6667	6,9162	11,477
87,658	-5,9509	-0,55654	10,253
87,151	-6,6729	7,9683	10,37
87,542	-13,325	6,2409	9,7071
84,	-57,037	57,535	0,67731
89,723	-59,745	60,876	0,33935
87,405	-63,948	59,21	0,26206
87,576	-59,158	64,821	0,15926
85,294	-58,695	65,347	0,14787
84,	-28,287	-36,738	6,356
84,	-33,02	-43,825	2,8756
84,	-32,915	-37,354	4,7608
88,1	-28,149	-39,421	4,1203
86,598	-30,075	-44,042	2,5832
87,377	-31,553	-39,585	4,0307
84,	-32,741	39,329	4,0866
84,	-39,243	36,188	4,5727
87,333	-34,921	40,823	3,5658
90,364	-40,156	39,894	3,7103
87,463	-38,115	35,207	4,9112
87,228	-42,161	37,592	4,0039
84,	-38,351	-12,043	6,8901
84,	-32,708	-19,252	7,8459
84,	-37,368	-18,781	6,9336
88,579	-33,475	-17,106	7,1779
88,308	-36,567	-14,084	6,9241
86,952	-37,631	-19,216	6,8429
84,	-10,121	9,0209	11,282
84,	-16,527	9,9612	10,626
84,	-17,123	7,0631	10,647
87,151	-9,127	10,073	10,175
87,542	-15,779	8,3456	9,5118
84,	-46,644	-31,732	4,6286
84,	-39,226	-31,413	5,6799
84,	-41,029	-25,324	6,006
84,	-44,709	-25,355	5,4557
90,268	-40,381	-31,036	5,4086
90,618	-44,52	-26,094	5,455
89,77	-46,35	-31,649	4,658
86,952	-41,292	-25,759	5,9153
84,	-23,974	-28,655	9,3622
84,	-17,92	-25,533	10,111
84,	-25,745	-23,652	9,0054
89,204	-21,801	-22,471	8,5134
87,357	-21,671	-27,424	10,771
87,137	-19,394	-24,599	9,3053
87,705	-25,209	-26,045	8,8985
84,	-32,856	25,364	7,8139
84,	-39,738	20,087	6,5184
84,	-39,288	28,831	5,911
88,279	-36,381	20,346	6,723
88,159	-32,807	23,126	7,2093
87,463	-38,16	27,85	6,2496
87,587	-40,755	21,785	6,3563
86,868	-33,799	27,949	7,1152
84,	-10,725	-27,862	11,611
84,	-4,21	-26,765	12,392
84,	-3,6699	-30,473	11,429
87,887	-4,8174	-29,899	9,9849
87,769	-9,7899	-29,455	12,125
89,451	-6,2915	-24,869	10,
85,272	-9,8786	-30,392	12,588
85,903	-8,3904	-31,096	11,058
84,	-23,573	25,762	9,3134
84,	-25,471	28,621	9,7016
87,542	-25,261	28,749	9,891
88,159	-27,5	23,607	8,3755
86,868	-28,493	28,429	8,2813
84,	-71,512	19,129	2,5327
89,112	-73,255	16,583	2,4623
89,649	-79,072	13,937	1,7953
87,55	-81,252	17,409	1,4124
90,528	-77,099	17,983	1,9257
86,647	-76,51	20,212	1,8964
84,	-48,667	-71,298	9,9731e-002
84,	-54,735	-67,16	0,14224
88,004	-51,99	-70,925	6,7808e-002
86,625	-49,947	-73,218	5,5064e-002
85,446	-55,266	-69,74	5,4063e-003
84,	13,074	24,404	13,829
86,017	12,446	30,001	10,524
86,796	7,1456	30,324	9,5687
87,534	7,5314	24,491	10,45
86,75	14,553	26,256	10,801
89,542	9,6471	29,395	8,0901
89,885	11,375	25,88	8,2257
86,836	11,499	23,234	11,254
89,77	-50,067	-34,261	3,8486
84,	-49,174	56,202	0,9691
88,801	-52,662	50,043	1,6201
89,412	-49,281	54,626	1,1465
89,723	-55,296	58,612	0,68065
84,	14,231	-2,7145	18,452
87,699	10,466	3,9676	13,869
87,593	12,491	-1,6308	14,286
86,032	15,438	3,2998	16,181
85,795	15,159	6,3945e-002	16,993
84,	2,4743	-13,498	12,814
84,	-0,41619	-20,271	12,261
84,	2,2997	-18,621	12,411
87,658	-1,3055	-10,716	10,756
86,059	2,0399	-18,544	11,438
89,451	-2,4977	-18,375	9,8699
84,	-81,596	-30,037	0,79516
84,	-77,908	-38,676	0,68818
88,985	-78,301	-31,682	1,1207
87,289	-81,776	-32,96	0,62972
86,947	-79,534	-37,089	0,63375
85,762	-81,814	-36,057	0,44722
84,	16,066	-25,031	14,231
87,75	12,602	-32,325	8,9795
86,881	16,817	-31,706	9,9224
86,544	10,423	-30,115	10,2
87,499	15,56	-27,4	10,205
84,	-75,029	-2,1959	2,4742
84,	-83,355	-4,811	1,3983
88,42	-76,814	-1,9267	2,2933
89,728	-78,73	-9,0231	1,9479
89,849	-82,892	-5,3817	1,4672
86,897	-83,63	-2,6993	1,3795
84,	-55,536	-18,014	4,4949
84,	-60,922	-15,787	3,9222
89,653	-58,509	-20,007	4,0905
86,825	-57,996	-16,148	4,2906
86,789	-62,485	-17,159	3,7199
87,674	-47,529	72,538	0,10974
88,974	-46,197	68,785	0,26485
85,277	-48,199	73,646	6,082e-002
85,294	-50,878	71,147	5,4185e-002
86,258	-43,46	70,67	0,22118
85,967	-45,419	74,13	0,11888
84,	-45,773	-8,2137	5,9004
84,	-51,094	-12,737	5,1496
84,	-48,17	-5,03	5,5679
84,	-54,916	-7,5094	4,8125
88,175	-49,329	-11,488	5,4496
90,29	-49,604	-4,3673	5,528
90,293	-55,179	-6,3023	4,8781
86,825	-53,554	-10,871	4,9453
87,85	-46,49	-6,0537	5,7564
86,607	-55,985	-8,3686	4,7185
90,706	-51,387	-9,2385	5,2826
84,	-28,039	-27,472	8,7553
84,	-30,896	-33,091	7,5169
87,125	-22,889	-34,977	4,9721
87,357	-23,965	-31,244	10,521
88,1	-26,13	-35,158	6,8764
87,377	-29,535	-35,322	6,7869
87,705	-27,503	-29,865	8,6484
84,	19,924	21,193	16,48
84,	17,53	17,087	17,791
86,358	16,535	15,936	14,41
85,891	20,557	19,441	13,878
85,335	18,82	17,215	15,448
86,75	17,732	21,826	12,67
86,836	14,678	18,803	13,123
84,	-80,171	35,355	0,65822
87,911	-81,381	32,402	0,71462
87,952	-82,59	27,948	0,80199
86,647	-79,288	27,235	1,2387
85,056	-82,097	34,247	0,52051
84,	-41,215	56,238	0,94093
89,	-32,897	55,644	0,77832
90,251	-35,989	53,146	1,1749
89,412	-41,322	54,662	1,1184
87,117	-37,267	58,093	0,79795
84,	-80,391	-21,508	1,3617
84,	-85,412	-20,587	0,75423
88,985	-80,027	-26,968	1,1719
87,289	-83,502	-28,246	0,68087
88,051	-84,563	-24,384	0,73871
85,876	-85,268	-26,889	0,53346
84,	-3,3241	10,221	11,924
87,151	-5,3458	11,07	10,501
84,	-60,586	-44,128	1,7898
84,	-60,256	-48,869	1,3599
89,358	-56,793	-46,631	1,7831
88,746	-64,024	-45,859	1,3684
88,277	-61,558	-50,633	1,1467
84,	-56,713	15,002	4,4553
84,	-64,605	18,653	3,3838
88,999	-57,435	14,28	4,4653
89,588	-61,697	19,388	3,7174
89,39	-62,277	11,782	3,9368
89,112	-66,347	16,106	3,3134
84,	21,041	-22,544	15,986
86,118	19,296	-17,766	14,302
85,645	21,613	-21,071	14,343
87,499	17,659	-23,427	11,77
87,896	14,745	-18,071	12,354
88,42	-73,64	-2,5916e-002	2,6934
84,	-36,547	-51,586	1,5058
89,591	-37,846	-46,07	2,2993
86,598	-32,79	-46,866	1,8589
87,377	-34,268	-42,409	3,3064
84,	25,163	25,336	16,171
85,879	30,884	28,306	11,952
86,99	25,852	28,632	11,595
86,037	26,608	26,085	12,931
85,798	28,535	26,574	12,781
84,	-43,494	-4,8673	6,1543
88,175	-44,652	-11,326	6,036
88,338	-37,553	-5,364	6,5813
88,308	-39,312	-10,092	6,5208
87,85	-41,814	-5,8911	6,3428
84,	-25,402	35,229	7,3126
89,	-24,971	41,171	2,5176
87,125	-23,461	38,269	2,7086
87,542	-25,192	35,357	7,502
90,26	-26,684	37,721	4,9417
87,333	-29,59	40,555	3,6813
86,868	-28,423	35,037	5,8923
88,081	-56,809	31,872	3,4137
84,	-21,494	28,538	10,035
89,335	-18,46	23,187	8,4543
87,402	-17,802	27,144	10,567
87,542	-21,284	28,666	10,224
88,159	-23,524	23,524	8,7087
86,836	-14,531	24,547	9,8406
84,	-46,583	14,683	5,719
88,279	-37,957	15,549	6,5936
89,786	-41,925	11,987	6,291
87,587	-42,332	16,988	6,2269
84,	-75,358	-45,855	0,44743
88,746	-72,755	-44,231	0,8047
86,804	-76,692	-44,362	0,43397
86,947	-77,572	-41,013	0,57792
84,	-49,116	-19,343	5,2293
88,175	-49,974	-15,849	5,2853
89,653	-54,713	-19,09	4,5809
86,825	-54,199	-15,231	4,7809
89,	-33,241	-56,234	0,70827
89,	-34,889	-59,399	0,67967
89,591	-38,658	-51,007	1,6539
91,138	-37,177	-57,279	0,81797
89,346	-42,842	-58,4	0,78471
86,598	-33,602	-51,803	1,2135
84,	8,5997	-10,481	14,589
87,593	8,0062	-7,2558	11,991
87,658	0,87189	-7,7099	11,219
86,059	4,2173	-15,538	11,901
87,896	7,9887	-12,788	11,095
84,	-1,6506	25,667	11,854
84,	-4,9562	25,985	11,89
86,796	0,36851	30,868	9,3326
85,577	-5,4144	31,246	10,274
86,449	-3,0512	27,63	10,695
88,004	-48,418	-72,109	0,10356
86,709	-43,906	-71,403	0,20239
86,625	-46,375	-74,401	9,0816e-002
85,502	-44,445	-75,6	0,10951
87,769	-13,224	-27,824	11,124
87,357	-17,911	-28,122	11,27
85,272	-13,313	-28,761	11,587
87,137	-15,634	-25,297	9,8039
84,	13,694	-8,3276	17,468
87,593	11,954	-7,2438	13,302
87,896	11,937	-12,776	12,406
85,728	15,088	-9,1415	15,923
87,463	-39,287	31,797	5,5128
87,228	-43,333	34,183	4,6055
84,	-0,58921	-27,745	11,209
84,	1,5866	-22,387	12,321
87,887	-1,7366	-27,171	9,7647
86,059	1,3268	-22,31	11,348
89,451	-3,2108	-22,141	9,7803
88,999	-52,574	13,354	5,059
87,587	-47,601	16,381	5,5569
84,	26,201	-25,734	15,621
85,725	29,64	-26,438	12,743
86,828	26,823	-27,735	11,848
84,	-75,835	42,703	0,60888
89,64	-68,227	45,315	1,101
87,968	-73,456	43,311	0,81516
87,523	-72,156	48,492	0,53229
86,256	-75,056	46,225	0,44611
86,577	-75,908	43,079	0,57956
86,544	3,4151	-31,339	8,9906
87,887	-1,1966	-30,879	8,8021
84,	-82,482	-16,771	1,2697
