X Location (mm)	Y Location (mm)	Z Location (mm)	Normal Stress (MPa)
135,	4,9359	-33,539	-1,1526
135,	9,7666	-32,463	-0,96055
135,	14,389	-30,695	-0,75499
135,	18,705	-28,273	-0,40563
135,	22,622	-25,248	-0,1064
135,	26,057	-21,685	6,4257e-002
135,	28,937	-17,66	0,15208
135,	31,2	-13,258	0,13065
135,	32,798	-8,5744	8,2052e-002
135,	33,697	-3,7077	8,106e-002
135,	33,877	1,2381	6,4567e-002
135,	33,336	6,1575	0,11613
135,	32,084	10,946	0,14089
135,	30,149	15,501	0,12421
135,	27,571	19,725	0,11171
135,	24,405	23,529	7,87e-003
135,	20,719	26,832	-0,25235
135,	16,591	29,562	-0,60491
135,	12,11	31,663	-0,87866
135,	7,3709	33,089	-1,0836
135,	2,4745	33,81	-1,1358
135,	-2,4745	33,81	-1,2749
135,	-7,3709	33,089	-1,3584
135,	-12,11	31,663	-1,8622
135,	-16,591	29,562	-1,6477
135,	-20,719	26,832	-1,6531
135,	-24,405	23,529	-1,644
135,	-27,571	19,725	-1,6844
135,	-30,149	15,501	-1,7961
135,	-32,084	10,946	-2,03
135,	-33,336	6,1575	-2,054
135,	-33,877	1,2381	-2,3254
135,	-33,697	-3,7077	-2,0663
135,	-32,798	-8,5744	-2,1332
135,	-31,2	-13,258	-1,8883
135,	-28,937	-17,66	-1,7529
135,	-26,057	-21,685	-1,7006
135,	-22,622	-25,248	-1,7073
135,	-18,705	-28,273	-1,7804
135,	-14,389	-30,695	-1,8005
135,	-9,7666	-32,463	-1,7153
135,	-4,9359	-33,539	-1,2744
104,	4,3965e-015	-35,9	0,1545
104,	2,9646	-35,777	-0,24517
104,	5,9089	-35,41	-0,75982
104,	8,8129	-34,801	-1,4847
104,	11,657	-33,955	-2,5298
104,	14,421	-32,876	-3,6673
104,	17,087	-31,573	-5,572
104,	19,635	-30,054	-6,879
104,	22,05	-28,33	-8,8474
104,	24,314	-26,412	-10,808
104,	26,412	-24,314	-12,5
104,	28,33	-22,05	-15,731
104,	30,054	-19,635	-15,628
104,	31,573	-17,087	-18,205
104,	32,876	-14,421	-17,936
104,	33,955	-11,657	-19,058
104,	34,801	-8,8129	-20,758
104,	35,41	-5,9089	-20,605
104,	35,777	-2,9646	-18,489
104,	35,9	3,4084e-014	-18,189
104,	35,777	2,9646	-19,503
104,	35,41	5,9089	-20,806
104,	34,801	8,8129	-19,563
104,	33,955	11,657	-19,613
104,	32,876	14,421	-19,577
104,	31,573	17,087	-17,341
104,	30,054	19,635	-15,376
104,	28,33	22,05	-15,876
104,	26,412	24,314	-11,562
104,	24,314	26,412	-10,774
104,	22,05	28,33	-8,6884
104,	19,635	30,054	-7,0351
104,	17,087	31,573	-5,3724
104,	14,421	32,876	-3,7244
104,	11,657	33,955	-2,4654
104,	8,8129	34,801	-1,5275
104,	5,9089	35,41	-0,78139
104,	2,9646	35,777	-0,24276
104,	-4,597e-014	35,9	0,12877
104,	-2,9646	35,777	0,554
104,	-5,9089	35,41	0,84741
104,	-8,8129	34,801	1,7455
104,	-11,657	33,955	3,4991
104,	-14,421	32,876	8,3793
104,	-17,087	31,573	15,745
104,	-19,635	30,054	12,805
104,	-22,05	28,33	13,279
104,	-24,314	26,412	12,739
104,	-26,412	24,314	13,95
104,	-28,33	22,05	12,9
104,	-30,054	19,635	13,154
104,	-31,573	17,087	12,788
104,	-32,876	14,421	12,343
104,	-33,955	11,657	12,709
104,	-34,801	8,8129	11,506
104,	-35,41	5,9089	11,759
104,	-35,777	2,9646	13,925
104,	-35,9	-6,1573e-014	12,613
104,	-35,777	-2,9646	11,61
104,	-35,41	-5,9089	11,213
104,	-34,801	-8,8129	11,669
104,	-33,955	-11,657	12,236
104,	-32,876	-14,421	12,03
104,	-31,573	-17,087	11,786
104,	-30,054	-19,635	12,595
104,	-28,33	-22,05	12,208
104,	-26,412	-24,314	12,8
104,	-24,314	-26,412	14,106
104,	-22,05	-28,33	12,793
104,	-19,635	-30,054	12,748
104,	-17,087	-31,573	15,506
104,	-14,421	-32,876	9,2129
104,	-11,657	-33,955	3,5955
104,	-8,8129	-34,801	1,6407
104,	-5,9089	-35,41	0,89802
104,	-2,9646	-35,777	0,55553
104,	41,983	30,245	-1,5373
104,	41,983	-30,245	-1,2401
104,	41,983	25,592	-1,3927
104,	41,983	20,939	-1,3633
104,	41,983	16,286	-1,6312
104,	41,983	11,633	-1,4577
104,	41,983	6,9797	-1,2856
104,	41,983	2,3266	-1,2277
104,	41,983	-2,3266	-1,3306
104,	41,983	-6,9797	-1,6566
104,	41,983	-11,633	-1,7521
104,	41,983	-16,286	-1,535
104,	41,983	-20,939	-1,4319
104,	41,983	-25,592	-1,4391
104,	38,81	31,598	-2,9263
104,	5,3602	36,509	-0,76975
104,	34,031	32,299	-4,6944
104,	29,253	33,001	-5,2422
104,	24,474	33,702	-5,711
104,	19,696	34,404	-5,1079
104,	14,917	35,105	-3,7212
104,	10,139	35,807	-2,0116
104,	-17,039	32,731	28,949
104,	0,76119	36,892	-0,12297
104,	-3,8497	36,699	0,40712
104,	-8,4004	35,931	0,81726
104,	-12,82	34,602	-0,19146
104,	-43,404	83,379	1,4355e-003
104,	-41,207	79,158	0,11514
104,	-39,01	74,938	0,21227
104,	-36,813	70,717	0,3175
104,	-34,616	66,496	0,38279
104,	-32,419	62,276	0,47973
104,	-30,221	58,055	0,53241
104,	-28,024	53,834	0,6664
104,	-25,827	49,613	0,85219
104,	-23,63	45,393	1,1069
104,	-21,433	41,172	1,227
104,	-19,236	36,951	2,871
104,	-43,404	-83,379	2,5464e-004
104,	-47,675	-81,013	-4,8518e-002
104,	-51,817	-78,428	-0,13661
104,	-55,819	-75,632	-0,22458
104,	-59,671	-72,632	-0,28628
104,	-63,361	-69,436	-0,33835
104,	-66,881	-66,052	-0,36136
104,	-70,22	-62,491	-0,36944
104,	-73,37	-58,761	-0,35895
104,	-76,322	-54,872	-0,33676
104,	-79,068	-50,835	-0,2994
104,	-81,601	-46,661	-0,26573
104,	-83,914	-42,362	-0,21892
104,	-86,	-37,948	-0,17972
104,	-87,854	-33,431	-0,1368
104,	-89,471	-28,825	-0,10181
104,	-90,847	-24,14	-6,9783e-002
104,	-91,978	-19,391	-4,5279e-002
104,	-92,861	-14,589	-2,1871e-002
104,	-93,493	-9,748	-1,1458e-002
104,	-93,873	-4,8806	2,1274e-003
104,	-94,	-7,6328e-014	5,0875e-004
104,	-93,873	4,8806	2,497e-003
104,	-93,493	9,748	-1,1993e-002
104,	-92,861	14,589	-1,9514e-002
104,	-91,978	19,391	-4,6385e-002
104,	-90,847	24,14	-6,7753e-002
104,	-89,471	28,825	-0,10454
104,	-87,854	33,431	-0,13587
104,	-86,	37,948	-0,1787
104,	-83,914	42,362	-0,21832
104,	-81,601	46,661	-0,26194
104,	-79,068	50,835	-0,29888
104,	-76,322	54,872	-0,33404
104,	-73,37	58,761	-0,35995
104,	-70,22	62,491	-0,37251
104,	-66,881	66,052	-0,36297
104,	-63,361	69,436	-0,32992
104,	-59,671	72,632	-0,29308
104,	-55,819	75,632	-0,22095
104,	-51,817	78,428	-0,13041
104,	-47,675	81,013	-4,3307e-002
104,	-17,039	-32,731	28,012
104,	-41,207	-79,158	0,11804
104,	-39,01	-74,938	0,20232
104,	-36,813	-70,717	0,31461
104,	-34,616	-66,496	0,37562
104,	-32,419	-62,276	0,4681
104,	-30,221	-58,055	0,58723
104,	-28,024	-53,834	0,63551
104,	-25,827	-49,613	0,77631
104,	-23,63	-45,393	1,0664
104,	-21,433	-41,172	1,0188
104,	-19,236	-36,951	2,4069
104,	5,3602	-36,509	-0,80044
104,	-12,82	-34,602	0,53076
104,	-8,4004	-35,931	0,85513
104,	-3,8497	-36,699	0,33928
104,	0,76119	-36,892	-6,5061e-002
104,	38,81	-31,598	-2,8607
104,	34,031	-32,299	-4,6755
104,	29,253	-33,001	-5,2689
104,	24,474	-33,702	-5,738
104,	19,696	-34,404	-5,2643
104,	14,917	-35,105	-3,7786
104,	10,139	-35,807	-2,0431
84,	47,5	-29,	5,3941
84,	44,518	-28,846	6,8256
84,	41,568	-28,387	8,5554
84,	38,681	-27,626	10,5
84,	35,887	-26,573	12,873
84,	33,216	-25,238	17,08
84,	30,697	-23,636	20,334
84,	28,356	-21,783	22,906
84,	26,217	-19,699	25,929
84,	24,305	-17,406	29,419
84,	22,638	-14,929	33,846
84,	21,235	-12,294	35,957
84,	20,11	-9,5277	35,52
84,	19,275	-6,6609	39,338
84,	18,74	-3,7236	39,156
84,	18,51	-0,74669	41,747
84,	18,586	2,2381	39,27
84,	18,97	5,1991	40,043
84,	19,656	8,1051	38,307
84,	20,637	10,925	37,007
84,	21,902	13,629	39,438
84,	23,439	16,189	32,382
84,	25,231	18,577	30,435
84,	27,26	20,768	24,275
84,	29,502	22,739	20,653
84,	31,936	24,469	17,397
84,	34,534	25,94	14,682
84,	37,27	27,136	11,619
84,	40,115	28,044	9,8016
84,	43,037	28,655	7,3252
84,	46,007	28,962	5,9838
84,	48,993	28,962	4,6586
84,	51,963	28,655	3,2711
84,	54,885	28,044	2,5627
84,	57,73	27,136	1,8324
84,	60,466	25,94	1,3824
84,	63,064	24,469	0,93756
84,	65,498	22,739	0,6677
84,	67,74	20,768	0,42587
84,	69,769	18,577	0,28158
84,	71,561	16,189	0,18964
84,	73,098	13,629	0,16203
84,	74,363	10,925	0,13822
84,	75,344	8,1051	0,12329
84,	76,03	5,1991	0,12571
84,	76,414	2,2381	0,10858
84,	76,49	-0,74669	0,11408
84,	76,26	-3,7236	0,12659
84,	75,725	-6,6609	0,11964
84,	74,89	-9,5277	0,13138
84,	73,765	-12,294	0,1472
84,	72,362	-14,929	0,12332
84,	70,695	-17,406	0,21597
84,	68,783	-19,699	0,32716
84,	66,644	-21,783	0,55735
84,	64,303	-23,636	0,83191
84,	61,784	-25,238	1,1685
84,	59,113	-26,573	1,5673
84,	56,319	-27,626	2,1494
84,	53,432	-28,387	2,99
84,	50,482	-28,846	3,8731
84,	-43,404	-83,379	3,9123e-003
84,	-17,039	-32,731	21,571
84,	-41,207	-79,158	0,11691
84,	-39,01	-74,938	0,21097
84,	-36,813	-70,717	0,29281
84,	-34,616	-66,496	0,37381
84,	-32,419	-62,276	0,4582
84,	-30,221	-58,055	0,5891
84,	-28,024	-53,834	0,59763
84,	-25,827	-49,613	0,63715
84,	-23,63	-45,393	0,73679
84,	-21,433	-41,172	0,79197
84,	-19,236	-36,951	1,6763
84,	-43,404	83,379	1,5665e-003
84,	-47,675	-81,013	-3,3866e-002
84,	-51,817	-78,428	-0,11572
84,	-55,819	-75,632	-0,19236
84,	-59,671	-72,632	-0,2491
84,	-63,361	-69,436	-0,29142
84,	-66,881	-66,052	-0,30552
84,	-70,22	-62,491	-0,31365
84,	-73,37	-58,761	-0,30015
84,	-76,322	-54,872	-0,27331
84,	-79,068	-50,835	-0,24555
84,	-81,601	-46,661	-0,20683
84,	-83,914	-42,362	-0,17189
84,	-86,	-37,948	-0,14049
84,	-87,854	-33,431	-0,10387
84,	-89,471	-28,825	-7,9158e-002
84,	-90,847	-24,14	-5,2049e-002
84,	-91,978	-19,391	-3,4444e-002
84,	-92,861	-14,589	-1,9765e-002
84,	-93,493	-9,748	-3,736e-003
84,	-93,873	-4,8806	-2,3318e-003
84,	-94,	-7,6328e-014	2,699e-003
84,	-93,873	4,8806	1,8221e-003
84,	-93,493	9,748	-9,0817e-003
84,	-92,861	14,589	-1,9816e-002
84,	-91,978	19,391	-3,2006e-002
84,	-90,847	24,14	-5,5622e-002
84,	-89,471	28,825	-7,6035e-002
84,	-87,854	33,431	-0,1073
84,	-86,	37,948	-0,13672
84,	-83,914	42,362	-0,17484
84,	-81,601	46,661	-0,20807
84,	-79,068	50,835	-0,2462
84,	-76,322	54,872	-0,27627
84,	-73,37	58,761	-0,30236
84,	-70,22	62,491	-0,31657
84,	-66,881	66,052	-0,31972
84,	-63,361	69,436	-0,27976
84,	-59,671	72,632	-0,25921
84,	-55,819	75,632	-0,1919
84,	-51,817	78,428	-0,11985
84,	-47,675	81,013	-3,9396e-002
84,	-17,039	32,731	23,818
84,	-41,207	79,158	0,11559
84,	-39,01	74,938	0,21164
84,	-36,813	70,717	0,30259
84,	-34,616	66,496	0,38693
84,	-32,419	62,276	0,47028
84,	-30,221	58,055	0,59815
84,	-28,024	53,834	0,66462
84,	-25,827	49,613	0,85373
84,	-23,63	45,393	0,98119
84,	-21,433	41,172	1,1862
84,	-19,236	36,951	-0,87489
84,	5,3602	36,509	8,2275
84,	0,76119	36,892	7,0607
84,	-3,8497	36,699	6,2407
84,	-8,4004	35,931	6,6644
84,	-12,82	34,602	6,7901
84,	51,858	29,682	3,9245
84,	47,208	30,364	6,4037
84,	42,558	31,047	9,3017
84,	37,909	31,73	11,709
84,	33,259	32,413	13,138
84,	28,609	33,095	13,789
84,	23,959	33,778	13,382
84,	19,31	34,461	12,554
84,	14,66	35,143	11,257
84,	10,01	35,826	9,7788
84,	51,858	-29,682	3,8216
84,	56,483	-28,623	2,2326
84,	60,884	-26,849	1,326
84,	64,95	-24,403	0,73509
84,	68,58	-21,346	0,35041
84,	71,682	-17,755	0,17467
84,	74,179	-13,72	0,11016
84,	76,008	-9,3421	5,2696e-002
84,	77,125	-4,7302	1,3853e-002
84,	77,5	-1,7347e-015	1,4243e-003
84,	77,125	4,7302	1,9168e-002
84,	76,008	9,3421	5,4397e-002
84,	74,179	13,72	0,11267
84,	71,682	17,755	0,17098
84,	68,58	21,346	0,37041
84,	64,95	24,403	0,7032
84,	60,884	26,849	1,3446
84,	56,483	28,623	2,2884
84,	5,3602	-36,509	8,2252
84,	47,208	-30,364	6,4327
84,	42,558	-31,047	9,3066
84,	37,909	-31,73	11,734
84,	33,259	-32,413	13,066
84,	28,609	-33,095	13,722
84,	23,959	-33,778	13,46
84,	19,31	-34,461	12,592
84,	14,66	-35,143	11,243
84,	10,01	-35,826	9,7879
84,	-12,82	-34,602	9,9054
84,	-8,4004	-35,931	6,3258
84,	-3,8497	-36,699	6,7097
84,	0,76119	-36,892	6,8066
99,	-17,039	-32,731	19,587
94,	-17,039	-32,731	22,505
89,	-17,039	-32,731	26,567
89,	5,3602	-36,509	5,5676
94,	5,3602	-36,509	3,4074
99,	5,3602	-36,509	1,258
96,467	51,858	-29,682	0,26621
88,156	51,858	-29,682	3,2776
92,311	51,858	-29,682	2,072
102,12	42,072	-31,119	-1,9258
100,23	45,334	-30,64	-1,0642
98,35	48,596	-30,161	-0,28833
96,467	51,858	29,682	0,32042
88,156	51,858	29,682	3,2875
92,311	51,858	29,682	2,0726
87,	69,426	20,476	0,46259
88,637	66,388	23,308	0,63312
90,438	63,046	25,658	0,7639
92,365	59,469	27,509	0,74321
94,385	55,72	28,852	0,59487
87,	69,426	-20,476	0,47671
87,	72,244	-16,963	0,29344
87,	74,504	-13,069	0,1482
87,	76,156	-8,8795	5,7375e-002
87,	77,162	-4,4903	1,2349e-002
87,	77,5	0,	-5,6609e-003
87,	77,162	4,4903	7,4412e-003
87,	76,156	8,8795	6,8902e-002
87,	74,504	13,069	0,14023
87,	72,244	16,963	0,28498
94,385	55,72	-28,852	0,64582
92,365	59,469	-27,509	0,7649
90,438	63,046	-25,658	0,74487
88,637	66,388	-23,308	0,61408
89,	5,3602	36,509	5,4862
94,	5,3602	36,509	3,3939
99,	5,3602	36,509	1,2413
98,35	48,596	30,161	-0,36144
100,23	45,334	30,64	-1,0264
102,12	42,072	31,119	-1,966
89,	-17,039	32,731	24,794
94,	-17,039	32,731	22,639
99,	-17,039	32,731	19,525
89,	-43,404	83,379	1,8957e-002
94,	-43,404	83,379	5,0966e-003
99,	-43,404	83,379	2,1972e-002
89,	-43,404	-83,379	1,3238e-002
94,	-43,404	-83,379	5,2296e-003
99,	-43,404	-83,379	1,7141e-002
89,	68,5	-18,52	0,91125
89,	68,5	18,52	0,97842
89,	68,5	-13,89	0,87805
89,	68,5	-9,2601	0,89115
89,	68,5	-4,6301	0,87192
89,	68,5	-1,7347e-015	0,85541
89,	68,5	4,6301	0,79472
89,	68,5	9,2601	0,85032
89,	68,5	13,89	0,84834
89,	71,191	14,924	0,4498
89,	73,273	10,943	0,20278
89,	74,691	6,6805	0,15186
89,	75,41	2,2461	0,10498
89,	75,41	-2,2461	7,9698e-002
89,	74,691	-6,6805	8,9626e-002
89,	73,273	-10,943	0,23759
89,	71,191	-14,924	0,48247
88,862	68,74	19,348	0,80999
98,199	52,567	27,703	-0,77778
96,157	56,104	26,948	-0,16454
94,172	59,542	25,731	0,3157
92,272	62,832	24,054	0,51284
90,49	65,919	21,922	0,56446
103,73	42,983	29,11	-1,5819
101,89	46,178	28,641	-2,1511
100,04	49,373	28,172	-1,6683
103,73	42,983	-29,11	-1,5714
103,73	42,983	-24,258	-1,1879
103,73	42,983	-19,407	-1,274
103,73	42,983	-14,555	-1,6035
103,73	42,983	-9,7034	-1,711
103,73	42,983	-4,8517	-1,5789
103,73	42,983	-3,4694e-015	-1,8787
103,73	42,983	4,8517	-1,9181
103,73	42,983	9,7034	-1,5724
103,73	42,983	14,555	-1,2094
103,73	42,983	19,407	-1,3247
103,73	42,983	24,258	-1,273
98,199	52,567	-27,703	-0,8419
100,04	49,373	-28,172	-1,6591
101,89	46,178	-28,641	-2,0688
88,862	68,74	-19,348	0,89372
90,49	65,919	-21,922	0,56569
92,272	62,832	-24,054	0,50316
94,172	59,542	-25,731	0,33533
96,157	56,104	-26,948	-0,14275
97,649	52,448	-29,054	-0,54397
97,649	52,448	29,054	-0,5437
122,3	15,862	1,5	9,411e-002
121,27	15,136	0,96898	0,57469
122,41	17,119	0,96898	-3,2254
125,3	15,859	-1,837e-016	-2,5
124,55	14,56	-1,5	-0,81437
123,8	13,261	0,	0,82326
124,55	14,56	1,5	-0,52364
125,08	15,478	-1,0607	-2,2112
124,02	13,641	-1,0607	6,8232e-002
124,02	13,641	1,0607	0,14643
125,08	15,478	1,0607	-2,5278
122,3	15,862	-1,5	-0,2422
122,41	17,119	-0,96898	-3,5311
121,27	15,136	-0,96898	1,0407
31,	41,983	27,919	-1,3178
31,	41,983	23,266	-1,3779
31,	41,983	18,613	-1,6129
31,	41,983	13,959	-1,2897
31,	41,983	9,3063	-1,3261
31,	41,983	4,6531	-1,5232
31,	41,983	-2,6021e-015	-1,4353
31,	41,983	-4,6531	-1,9028
31,	41,983	-9,3063	-1,6851
31,	41,983	-13,959	-1,5015
31,	41,983	-18,613	-1,3199
31,	41,983	-23,266	-1,395
31,	41,983	-27,919	-1,4225
31,	12,528	-35,456	-2,8745
31,	7,7495	-36,158	-1,347
31,	-14,958	-33,732	-1,0449
31,	-10,631	-35,335	1,4343
31,	-6,1371	-36,386	0,58568
31,	-1,5473	-36,868	0,11922
31,	3,0667	-36,772	-0,39356
31,	-18,137	-34,841	5,2631
31,	-18,137	34,841	3,6275
31,	3,0667	36,772	-0,39478
31,	-1,5473	36,868	0,20913
31,	-6,1371	36,386	0,58983
31,	-10,631	35,335	1,6355
31,	-14,958	33,732	-0,35693
31,	12,528	35,456	-2,802
31,	7,7495	36,158	-1,3392
51,	49,533	-30,023	4,9951
51,	44,883	-30,706	7,7694
51,	54,192	-29,244	2,9299
51,	58,719	-27,823	1,7631
51,	62,966	-25,706	0,94983
51,	66,825	-22,946	0,49064
51,	70,202	-19,612	0,23325
51,	73,01	-15,787	0,13771
51,	75,18	-11,567	7,4967e-002
51,	76,658	-7,0583	2,9982e-002
51,	77,406	-2,3725	7,6646e-003
51,	77,406	2,3725	2,7462e-003
51,	76,658	7,0583	2,7339e-002
51,	75,18	11,567	8,2116e-002
51,	73,01	15,787	0,13477
51,	70,202	19,612	0,22741
51,	66,825	22,946	0,518
51,	62,966	25,706	1,0046
51,	58,719	27,823	1,7284
51,	54,192	29,244	2,9011
51,	49,533	30,023	5,0008
51,	44,883	30,706	7,757
33,5	5,3602	-36,509	0,25807
33,5	-17,039	-32,731	20,517
48,922	51,858	-29,682	3,5657
48,922	51,858	29,682	3,5688
33,5	5,3602	36,509	0,26587
33,5	-17,039	32,731	24,491
46,	68,5	-16,205	1,0375
46,	68,5	16,205	0,99022
46,	69,918	16,776	0,70499
46,	69,918	-16,776	0,69114
45,346	67,366	-20,69	0,61938
31,268	42,983	-26,684	-1,1281
31,268	42,983	-21,833	-1,4009
31,268	42,983	-16,981	-1,438
31,268	42,983	-12,129	-1,7994
31,268	42,983	-7,2775	-1,849
31,268	42,983	-2,4258	-1,9522
31,268	42,983	2,4258	-1,9653
31,268	42,983	7,2775	-1,5351
31,268	42,983	12,129	-1,673
31,268	42,983	16,981	-1,4065
31,268	42,983	21,833	-1,3657
31,268	42,983	26,684	-1,1928
45,346	67,366	20,69	0,6378
104,	41,983	27,919	-1,3888
104,	41,983	23,266	-1,3956
104,	41,983	18,613	-1,5248
104,	41,983	13,959	-1,4108
104,	41,983	9,3063	-1,5588
104,	41,983	4,6531	-1,9095
104,	41,983	-2,6021e-015	-1,5406
104,	41,983	-4,6531	-1,7932
104,	41,983	-9,3063	-1,657
104,	41,983	-13,959	-1,5274
104,	41,983	-18,613	-1,3701
104,	41,983	-23,266	-1,373
104,	41,983	-27,919	-1,3919
104,	12,528	35,456	-2,888
104,	7,7495	36,158	-1,383
104,	3,0667	36,772	-0,40555
104,	-1,5473	36,868	0,17614
104,	-6,1371	36,386	0,5055
104,	-10,631	35,335	1,7475
104,	-14,958	33,732	-0,87604
104,	-18,137	34,841	5,4508
104,	-18,137	-34,841	5,165
104,	-14,958	-33,732	3,0475
104,	-10,631	-35,335	1,3393
104,	-6,1371	-36,386	0,65614
104,	-1,5473	-36,868	0,20971
104,	3,0667	-36,772	-0,38083
104,	12,528	-35,456	-2,8511
104,	7,7495	-36,158	-1,3868
84,	49,533	30,023	5,0159
84,	44,883	30,706	7,7983
84,	54,192	-29,244	2,9123
84,	58,719	-27,823	1,7274
84,	62,966	-25,706	0,98873
84,	66,825	-22,946	0,5188
84,	70,202	-19,612	0,22587
84,	73,01	-15,787	0,13236
84,	75,18	-11,567	7,5433e-002
84,	76,658	-7,0583	3,094e-002
84,	77,406	-2,3725	6,3236e-003
84,	77,406	2,3725	1,5801e-003
84,	76,658	7,0583	2,7393e-002
84,	75,18	11,567	8,1149e-002
84,	73,01	15,787	0,13505
84,	70,202	19,612	0,23271
84,	66,825	22,946	0,50886
84,	62,966	25,706	1,0016
84,	58,719	27,823	1,7113
84,	54,192	29,244	2,884
84,	49,533	-30,023	5,1399
84,	44,883	-30,706	7,8437
101,5	-17,039	-32,731	21,516
101,5	5,3602	-36,509	0,25655
86,078	51,858	-29,682	3,5947
86,078	51,858	29,682	3,5797
101,5	5,3602	36,509	0,25745
101,5	-17,039	32,731	21,615
89,	68,5	-16,205	0,99648
89,	68,5	16,205	1,0063
89,	69,918	16,776	0,66485
89,	69,918	-16,776	0,68943
89,655	67,366	20,69	0,60417
103,73	42,983	-26,684	-1,4034
103,73	42,983	-21,833	-1,4007
103,73	42,983	-16,981	-1,3084
103,73	42,983	-12,129	-1,4215
103,73	42,983	-7,2775	-1,7399
103,73	42,983	-2,4258	-1,244
103,73	42,983	2,4258	-1,2343
103,73	42,983	7,2775	-1,2878
103,73	42,983	12,129	-1,4565
103,73	42,983	16,981	-1,1785
103,73	42,983	21,833	-1,1932
103,73	42,983	26,684	-1,3001
89,655	67,366	-20,69	0,58634
95,555	56,161	28,215	9,7831e-002
93,521	59,765	26,889	0,44556
91,581	63,201	25,082	0,55267
89,883	66,158	23,036	0,56585
89,338	67,17	22,163	0,55328
89,299	67,283	-22,035	0,55845
90,659	64,832	-24,005	0,57115
92,543	61,498	-26,05	0,56859
94,535	57,969	-27,617	0,32033
95,724	55,907	-28,265	3,288e-002
40,465	57,969	27,617	0,33728
39,276	55,907	28,265	1,4662e-002
42,457	61,498	26,05	0,55754
44,341	64,832	24,005	0,57151
45,701	67,283	22,035	0,55939
45,117	66,158	-23,036	0,54931
45,662	67,17	-22,163	0,54838
43,419	63,201	-25,082	0,53419
41,479	59,765	-26,889	0,44446
39,445	56,161	-28,215	8,8975e-002
88,417	71,946	16,352	0,35797
88,602	71,434	-16,724	0,41904
88,48	75,365	9,202	0,10035
88,509	76,322	5,3437	4,2196e-002
88,415	76,914	7,056e-002	1,1884e-002
88,471	76,404	-5,1255	3,6836e-002
88,416	75,288	-9,6384	9,8364e-002
88,469	73,403	-13,817	0,22348
46,398	71,434	16,724	0,40945
46,465	72,128	-15,84	0,31223
46,53	73,416	13,788	0,22828
46,56	75,268	9,6229	0,10159
46,512	76,383	5,1398	3,8287e-002
46,585	76,914	-7,056e-002	1,2137e-002
46,506	76,329	-5,3948	3,8928e-002
46,717	75,363	-9,7945	9,4689e-002
104,58	1,4253	-34,462	0,29259
104,58	4,2663	-34,226	-7,4374e-002
104,62	7,2426	-33,678	-0,70756
104,62	10,021	-32,968	-1,423
104,61	12,752	-32,012	-2,5445
104,63	15,516	-30,747	-4,1108
104,6	18,054	-29,367	-5,9664
104,43	20,18	-28,183	-8,4911
104,59	21,931	-26,605	-9,4532
104,63	24,015	-24,687	-12,437
104,62	26,122	-22,47	-14,257
104,62	27,903	-20,208	-15,476
104,62	29,495	-17,797	-18,28
104,58	30,986	-15,148	-17,752
104,58	32,132	-12,538	-21,984
104,58	33,057	-9,8415	-22,315
104,58	33,757	-7,0781	-23,448
104,58	34,226	-4,2663	-24,293
104,62	34,43	-1,2097	-23,572
104,61	34,42	1,6505	-24,209
104,61	34,163	4,525	-23,712
104,6	33,647	7,5137	-22,918
104,43	33,211	9,9282	-26,742
104,59	32,288	12,093	-22,411
104,63	31,153	14,687	-19,634
104,62	29,737	17,406	-18,877
104,62	28,178	19,825	-17,843
104,62	26,416	22,112	-14,285
104,58	24,389	24,389	-12,208
104,58	22,292	26,32	-10,073
104,58	20,042	28,07	-7,8776
104,58	17,655	29,63	-5,5435
104,58	15,148	30,986	-4,0199
104,62	12,331	32,168	-2,1846
104,61	9,6214	33,088	-1,3909
104,61	6,8174	33,779	-0,5737
104,61	3,9827	34,232	-1,6525e-002
104,43	1,4007	34,636	0,29296
104,59	-0,94184	34,465	0,51989
104,63	-3,7642	34,235	0,99388
104,64	-6,6295	33,789	1,7075
104,62	-9,595	33,091	3,1388
104,62	-12,328	32,168	6,1597
104,58	-15,148	30,986	8,8832
104,58	-17,655	29,63	11,176
104,58	-20,042	28,07	9,403
104,58	-22,292	26,32	10,139
104,58	-24,389	24,389	9,8121
104,62	-26,415	22,114	8,6789
104,61	-28,167	19,849	8,9362
104,61	-29,732	17,42	8,8886
104,63	-31,14	14,712	8,2304
104,6	-32,292	12,064	8,5546
104,43	-33,238	9,8322	9,5414
104,59	-33,692	7,3487	8,407
104,61	-34,16	4,5385	7,9404
104,62	-34,414	1,6757	7,3571
104,62	-34,429	-1,207	8,2707
104,58	-34,226	-4,2663	7,8685
104,58	-33,757	-7,0781	7,8982
104,58	-33,057	-9,8415	8,2714
104,58	-32,132	-12,538	8,4568
104,58	-30,986	-15,148	8,8545
104,62	-29,497	-17,794	8,884
104,61	-27,924	-20,189	9,0918
104,61	-26,134	-22,46	9,1526
104,63	-24,034	-24,667	9,8479
104,6	-21,904	-26,618	10,56
104,43	-20,098	-28,241	11,866
104,59	-18,032	-29,387	11,278
104,63	-15,54	-30,736	11,594
104,62	-12,765	-32,004	6,901
104,62	-10,045	-32,954	3,2644
104,63	-7,2457	-33,676	1,7524
104,58	-4,2663	-34,226	1,1401
104,58	-1,4253	-34,462	0,60442
30,419	1,4253	-34,462	0,23151
30,419	4,2663	-34,226	-8,7417e-002
30,376	7,2426	-33,678	-0,62246
30,385	10,021	-32,968	-1,538
30,386	12,752	-32,012	-2,4875
