X Location (mm)	Y Location (mm)	Z Location (mm)	Normal Stress (MPa)
85,753	25,448	12,376	14,817
83,475	29,121	15,996	11,174
85,774	29,744	17,219	11,544
66,644	70,189	2,4655	1,0403
70,394	68,943	6,9417	0,80014
69,385	69,721	-0,62277	1,1027
75,503	68,202	3,0661	1,3047
69,91	65,728	2,9071	1,9819
75,252	69,89	0,48903	1,09
75,497	70,985	1,6698	0,96127
75,622	70,584	4,1058	0,93702
72,171	70,731	0,93425	1,0146
80,076	25,812	7,9039	4,7033
79,411	26,618	12,766	2,6039
81,278	28,531	9,5989	6,0343
81,595	27,625	12,48	6,8534
58,325	70,344	-0,68644	0,93935
52,288	67,782	-2,6539	1,1485
52,528	68,395	-0,32602	1,0122
56,318	66,053	-3,9994	1,7965
55,606	67,	-7,0692e-002	1,3016
57,801	70,061	-5,1182	0,85776
78,915	55,835	21,371	-5,0531
81,44	57,121	22,389	-6,091
83,315	53,091	24,053	-4,8942
83,566	55,485	20,255	-3,4324
64,16	70,032	-1,2781	1,0685
58,58	69,908	5,1765	0,89288
59,412	66,208	-1,5028	1,8632
64,685	66,038	2,2518	1,9476
58,7	67,154	2,4259	1,3683
60,895	70,215	-2,6216	0,9245
66,315	66,236	13,592	-2,2738e-002
68,436	64,793	6,7281	1,7075
68,57	63,758	11,26	1,1911
79,231	25,971	2,136	4,4407
80,699	29,796	-1,5241	5,609
81,53	25,364	1,6734	9,0572
75,831	29,485	1,9408	3,532
77,249	29,678	-2,2839	3,9586
82,658	28,408	-0,8508	6,0227
82,753	26,318	-2,9178	7,8691
79,77	24,333	-0,31943	3,6861
80,232	24,642	-3,0949	5,8441
75,887	25,653	1,7009	2,1611
85,725	63,979	-6,0546	1,9298
84,306	68,045	2,7777e-002	1,3009
78,972	60,339	-2,7506	3,2742
81,811	65,194	0,58197	1,8296
81,56	66,882	-1,9951	1,6149
82,236	59,81	5,3968e-002	3,1111
82,852	66,048	-5,7692	1,4025
83,679	60,338	-4,54	2,9183
69,222	66,936	-8,7825	0,93649
62,153	65,741	-4,5911	1,9257
67,426	65,571	-0,8364	2,0101
66,083	63,906	-6,2384	2,6203
63,636	69,748	-5,7099	0,98691
69,687	70,574	-2,8093	1,0428
72,948	61,972	-16,204	-0,91376
68,404	61,278	-10,655	2,4259
73,486	61,236	-13,176	2,0028
84,2	56,301	-22,931	-2,0304
84,448	51,852	-24,56	-0,78641
86,85	51,111	-24,494	0,22186
83,479	53,704	-19,865	-0,35826
81,897	52,583	-24,167	-10,42
86,113	55,181	-22,755	-0,58644
84,632	50,706	-21,589	-0,30765
84,652	55,019	-24,453	-1,1537
86,136	54,137	-24,685	-0,66607
82,324	60,466	-20,549	-2,5267
83,161	56,571	-19,199	-0,67143
85,795	58,048	-22,09	-0,89961
84,334	57,886	-23,788	-1,4669
83,746	61,511	-21,296	-1,1151
70,499	33,973	-17,587	-2,034
67,619	40,417	-21,01	-5,3084
76,131	33,965	-18,553	-0,20736
70,296	40,102	-15,75	-0,15223
73,289	37,513	-14,792	0,11318
76,821	37,047	-17,526	0,51997
73,341	41,533	-18,193	-1,5856
83,228	47,845	-24,874	-2,2623
84,543	43,966	-22,469	-0,5254
83,413	46,699	-21,903	-1,7836
82,687	43,477	-24,32	-1,3429
83,374	44,645	-25,604	0,38666
52,657	66,387	9,1613	1,1003
52,783	67,959	5,5369	0,96575
55,861	66,564	5,7922	1,2551
82,646	25,704	-11,176	10,968
83,162	25,841	-13,11	12,239
80,574	28,797	-15,021	4,5958
83,128	28,767	-11,984	7,9995
77,616	26,565	-11,24	3,2599
50,129	65,76	12,357	0,775
49,818	63,488	-0,2908	1,5288
49,586	65,987	0,20317	1,2881
53,376	63,646	-3,4702	2,0724
52,664	64,592	0,4585	1,5774
48,701	63,668	-1,2311	0,76767
50,053	63,203	-1,8851	1,8557
81,769	25,26	4,6701	9,0978
76,07	29,381	4,9375	3,5727
80,672	28,585	6,8277	5,8123
80,009	24,229	2,6772	3,7267
76,126	25,55	4,6976	2,2017
49,278	62,797	-22,879	0,20981
50,435	60,869	-21,414	-2,6241e-002
49,254	62,178	-18,964	0,6021
48,42	63,781	-20,44	0,2809
49,364	61,801	-22,435	8,1409e-002
49,708	64,638	-21,709	0,38842
48,694	64,69	-21,188	0,21821
50,383	59,158	-3,475	3,4968
48,506	58,583	-5,667	2,9159
49,511	60,117	-2,5248	2,702
47,2	59,386	-2,8387	3,5756
83,594	32,07	-6,6179	8,0557
78,955	33,4	-2,9473	5,1675
84,364	32,13	-1,5143	7,2316
84,459	30,04	-3,5812	9,078
64,241	30,402	-14,703	-0,54271
68,21	36,827	-13,353	0,71467
71,203	34,237	-12,395	0,98007
66,231	33,1	-11,855	0,54309
71,086	28,458	-12,375	-0,67634
49,932	62,529	5,6614	1,5271
49,751	60,149	2,7038	2,2986
50,058	64,101	2,0371	1,3925
53,135	62,706	2,2924	1,6818
49,172	61,781	0,60279	0,87205
50,524	61,317	-5,1263e-002	1,96
48,664	61,41	-23,965	0,10217
49,008	64,246	-23,239	0,40918
44,978	54,5	18,008	1,6763
45,044	56,188	13,99	1,7568
48,192	61,148	13,157	1,3764
50,448	57,077	15,923	1,6661
49,426	56,956	11,979	2,3316
48,997	54,684	19,032	0,93686
52,956	56,676	-21,841	-3,5778
53,092	53,79	-23,56	-3,7474
50,712	54,64	-22,073	-2,8803
52,739	51,378	-21,4	-2,7611
54,858	52,746	-23,392	-8,4953
58,905	54,705	-22,683	-9,7036
78,349	58,203	20,198	-2,2554
73,559	54,436	12,856	2,1153
80,476	56,568	18,063	0,40312
75,83	52,621	17,641	3,7856e-002
74,393	54,265	20,565	-5,32
72,022	58,213	15,468	0,31942
74,161	56,384	-20,362	-7,1099
78,205	53,553	-18,824	-5,3248
76,623	52,432	-23,126	-15,386
72,835	52,017	-16,765	-4,032
74,7	55,648	-17,334	-4,1933
74,033	49,474	-18,958	-5,9603
51,029	55,664	-23,197	-0,41105
49,712	59,859	-19,029	0,38681
48,649	56,513	-21,71	0,45599
49,821	59,482	-22,5	-0,13388
51,428	50,772	-25,007	-0,94241
48,785	53,627	-23,428	0,28647
50,813	50,365	-22,755	0,40571
50,237	53,35	-26,239	0,15037
52,932	51,734	-24,747	-5,3286
65,33	43,27	-16,776	-2,5597
58,935	42,913	-22,12	-5,7786
61,052	45,029	-17,925	-2,3612
62,722	49,096	-22,599	-10,104
44,056	55,426	26,52	0,52466
44,673	57,808	25,711	0,35217
44,252	51,213	22,297	1,7387
43,211	51,849	15,464	2,1014
46,491	49,479	22,295	1,8688
48,615	52,738	17,396	2,0106
44,554	46,777	22,385	3,1336
46,062	47,465	20,298	2,5114
47,164	50,345	20,506	1,2814
43,726	54,572	0,67472	2,0932
47,893	57,372	3,1863	3,0135
47,676	52,836	1,5417	3,4064
46,013	53,474	4,0656	3,0647
49,307	55,561	4,9655	3,1972
46,083	57,963	2,4931	3,4282
43,539	52,403	-3,921	2,146
44,828	51,36	-0,29155	2,4366
43,165	51,998	2,2323	2,0949
40,271	53,499	-2,8127	0,93923
33,35	42,334	-24,739	-2,374
33,552	42,076	-27,301	-2,2749
50,508	39,345	-24,2	5,2153
48,	41,621	-24,134	3,2217
53,333	41,56	-22,927	-0,65202
52,311	43,004	-24,262	-0,66741
52,212	39,029	-22,854	1,5731
50,196	41,184	-21,974	3,2356
50,65	40,99	-25,077	4,8906
75,584	36,543	-3,0071	4,6844
74,827	38,791	-5,9537	4,4895
75,294	38,616	-0,93371	4,5514
57,199	29,947	-14,533	2,5255
62,058	32,805	-11,369	1,1675
56,427	34,352	-14,212	2,3908
57,758	31,42	-11,146	2,6768
36,248	41,148	-21,194	-0,97637
33,577	41,039	-25,387	-2,3813
47,058	40,087	-24,685	5,8996
48,854	36,738	-22,264	7,4972
51,27	37,495	-23,404	4,2509
49,254	39,65	-22,524	5,9134
49,709	39,456	-25,627	7,5684
47,598	50,531	25,111	1,5867
45,661	47,83	25,201	2,8515
45,568	53,332	26,045	1,2069
48,271	51,397	23,322	0,99926
53,251	25,933	10,373	9,3141
54,822	30,918	10,985	4,711
52,041	28,044	11,837	7,3243
54,669	28,276	14,009	3,3394
57,428	29,078	7,8262	2,9749
53,066	26,465	11,929	9,9169
56,975	26,48	11,093	1,5464
48,628	33,419	-20,586	9,4349
47,135	31,069	-20,118	9,4508
49,388	29,883	-20,494	13,102
34,955	43,388	-0,89134	-3,2679
37,143	41,636	-5,3935	-1,5964
40,176	42,727	-0,71923	0,58156
36,749	41,061	-0,36182	-1,984
34,097	43,219	-1,9265	-3,4532
40,063	43,462	-5,14	0,18401
54,653	50,695	-4,0301	4,8652
54,547	47,39	-3,8412	5,2255
56,23	48,998	-0,44441	4,7531
33,805	34,808	4,3081	-5,4417
34,587	36,733	7,8629	-5,0063
37,935	35,244	8,1703	-0,54085
37,414	32,901	5,0378	-0,77109
33,154	34,557	6,238	-9,2223
33,708	37,194	4,4709	-6,5364
36,298	36,973	4,4852	-2,9975
34,646	33,309	6,077	-4,1034
50,691	26,118	5,6301	12,811
48,859	23,869	7,5769	12,796
50,038	26,077	10,138	13,313
51,392	23,207	6,842	16,054
51,063	24,498	10,23	15,906
35,225	43,69	3,6517	-2,7992
39,695	42,313	1,9485	0,31056
33,677	40,868	2,2917	-5,7939
36,268	40,647	2,3059	-2,255
33,616	42,806	0,74123	-3,7242
34,108	9,6151	-31,412	0,86828
35,126	9,5569	-28,933	1,4976
36,18	5,535	-30,079	2,688
37,323	6,0379	-32,478	2,6845
34,98	8,5508	-33,097	1,0581
38,439	12,034	-30,71	3,1109
41,496	7,7714	-28,807	5,7455
34,157	7,865	-30,971	1,3448
29,849	13,91	-28,648	-1,5697
32,08	16,482	-25,702	-1,3724
31,679	13,42	-26,785	-0,87074
31,163	18,008	-27,914	-3,2761
29,849	16,18	-25,174	-2,0214
30,361	18,009	-27,048	-3,2441
28,944	17,833	-25,683	-2,3897
50,03	33,22	17,51	9,887
48,188	27,869	18,474	11,717
52,448	31,375	13,788	10,084
48,287	30,392	17,217	11,059
49,667	28,502	14,639	12,697
52,295	28,733	16,811	8,7126
14,169	-5,2364	-28,731	-2,2461
12,07	-4,1812	-25,001	-2,1133
14,992	-1,7404	-28,848	-2,0024
11,79	1,5958	-30,207	-1,4417
13,907	14,378	-25,318	-0,76557
15,89	8,9164	-27,966	-0,99187
8,5891	12,614	-28,154	-0,71637
11,82	8,2552	-29,359	-0,87895
6,8863	17,686	-7,3963	-1,1705
11,206	23,129	-2,908	-0,66833
7,3437	17,621	6,0457	-1,1544
8,0908	10,179	0,68338	-1,7453
13,501	17,391	-4,9728	-1,4418
13,737	18,061	2,2576	-1,5239
5,7013	11,934	-2,0833	-1,9493
36,407	-5,9189	-32,116	5,2326
34,852	-11,989	-30,663	7,8658
34,036	-8,3852	-31,222	4,6227
37,294	-14,21	-29,636	8,1247
34,91	-7,0093	-27,579	5,3856
35,022	-10,34	-28,959	6,2284
33,951	-10,556	-30,487	5,6348
40,09	-9,9655	-26,263	7,9989
49,227	37,13	20,741	7,0956
47,432	40,014	24,714	6,3676
47,555	34,804	22,652	8,373
48,803	35,056	25,311	10,586
49,129	34,8	23,36	9,87
30,272	10,929	-30,489	-0,73092
32,102	10,438	-28,626	-3,1976e-002
31,132	8,7465	-30,663	-0,18477
33,707	-4,9344	-32,126	2,7032
34,581	-3,5584	-28,483	3,4661
35,652	-6,583e-002	-30,729	3,1457
36,795	0,43714	-33,127	3,1421
33,584	-0,87091	-32,968	1,9899
33,596	-2,752	-32,385	2,1825
34,464	-2,9471	-34,119	2,373
31,749	-15,582	-28,484	5,5378
35,411	-16,829	-29,087	8,8384
34,076	-15,17	-26,746	7,1277
33,139	-12,959	-28,41	6,942
32,067	-13,175	-29,938	6,3485
11,149	17,451	-18,073	-0,94794
17,73	12,461	-25,216	-0,94078
17,764	17,156	-15,649	-1,2193
21,89	15,638	-19,872	-0,89888
5,6955	20,67	-16,136	-0,70644
13,167	16,683	-11,154	-1,4528
5,3671	11,226	-8,2649	-1,9602
17,487	22,126	-6,666	-0,95061
17,723	22,796	0,56432	-1,0326
18,696	29,117	-3,8431	-0,20855
16,548	28,671	-1,6378	-0,16222
18,93	26,247	-3,7096	-1,003
12,644	21,856	12,422	-0,71178
18,711	23,74	15,535	-0,53922
19,038	22,296	8,634	-1,0813
22,395	27,689	12,111	-1,5454
17,862	28,171	6,432	-0,21085
16,645	-21,062	-17,195	-2,8713
15,067	-26,012	-10,026	-2,8917
19,248	-21,85	-10,593	-2,1587
13,413	-21,973	-17,799	-2,9035
20,772	-23,2	-13,524	-2,2107
32,181	18,801	26,942	-3,0205
30,88	18,605	22,115	-2,6524
33,054	17,33	25,367	-1,7854
30,443	20,988	23,141	-3,4179
30,964	19,651	25,641	-3,0587
33,138	21,695	28,033	-3,6832
35,392	18,622	21,323	-0,3808
30,896	21,32	24,61	-3,3764
17,053	-12,724	-24,03	-2,6734
14,232	-6,9325	-23,968	-2,4172
17,154	-4,4917	-27,815	-2,3063
20,251	-9,117	-23,032	-1,5971
14,954	-11,669	-20,3	-2,5406
20,973	-13,854	-19,365	-1,7205
12,015	-14,412	-19,235	-2,7046
20,378	-18,25	-13,761	-2,0843
14,543	-18,373	-20,967	-2,829
21,902	-19,599	-16,692	-2,1362
7,9243	-1,2187	-3,5543	-2,5026
7,109	-6,9943	-4,4159	-2,7116
9,5106	-5,1391	-14,964	-2,4792
15,203	-3,6435	-7,932	-1,4257
5,5349	0,53607	-6,321	-2,7065
6,5719	-7,8816	-13,898	-2,6432
11,714	15,14	18,416	-1,1168
16,711	8,3175	25,333	-1,2742
22,378	14,625	21,249	-1,3621
17,781	17,025	21,529	-0,94426
18,107	15,58	14,628	-1,4863
22,498	8,7388	23,512	-0,25416
21,867	7,8635	16,895	-0,2198
12,256	9,3171	26,034	-1,1461
8,2139	9,4052	7,9437	-1,7402
13,534	18,731	16,419	-0,97666
13,86	17,287	9,518	-1,5187
5,6257	21,307	15,241	-0,65085
29,335	23,806	-16,829	-4,749
30,862	22,16	-19,516	-3,4664
27,807	25,261	-18,363	-3,5422
28,097	21,402	-22,218	-3,4028
28,307	8,9947	-30,066	-0,6328
27,899	3,1553	-30,449	-0,34813
23,433	6,8138	-29,061	-0,81607
29,032	4,9846	-30,643	7,2765e-002
30,137	8,5043	-28,202	6,6143e-002
26,588	4,5499	-27,322	-0,43742
28,956	5,9067	-31,294	-0,10979
25,439	3,8661	-30,529	-0,88241
29,167	6,8124	-30,24	-8,6648e-002
15,02	-27,036	7,9757	-2,8704
14,784	-23,71	15,663	-2,9077
19,195	-23,236	9,3444	-1,9758
8,1246	-2,7957	9,6848	-2,4327
7,3093	-8,5712	8,8232	-2,6418
11,366	-14,104	17,96	-2,7369
14,139	-8,0137	16,345	-1,8579
5,6945	-4,2858	20,386	-2,4637
15,267	-27,334	-1,1342	-2,8512
9,9479	-25,124	-3,2936	-2,8536
18,8	-23,2	-6,5923	-2,1047
29,523	-8,5532	-30,029	0,48412
30,398	-7,1772	-26,387	1,247
30,509	-10,508	-27,767	2,0898
29,438	-10,724	-29,295	1,4962
30,276	14,208	28,681	-1,6421
32,269	14,738	27,05	-1,1408
30,178	17,059	27,324	-2,4141
8,1457	-3,8123	1,7199	-2,5401
14,975	-3,2548	9,2417	-1,7563
14,371	9,1759	-3,0747	-2,0276
14,607	9,8452	4,1557	-2,1096
16,24	-0,46151	-1,7962	-1,2543
18,368	2,1282	6,4227	-0,84314
6,5716	3,7181	-0,18521	-2,5351
44,59	-66,149	-43,677	1,4012
40,978	-70,379	-36,761	1,6233
30,257	10,96	29,498	-0,51446
31,149	12,737	27,106	-0,40697
29,096	8,1252	26,118	-0,16606
37,164	-39,144	-11,595	6,4851
34,833	-34,628	-14,16	6,7291
35,862	-41,33	-15,203	6,2587
39,559	-33,979	-13,968	6,9636
39,278	-26,401	-20,894	7,4475
36,3	-27,442	-23,407	7,5093
35,594	-29,266	-17,979	6,7607
35,301	-31,428	-18,336	6,8934
35,247	-26,176	-19,764	6,2339
36,086	-33,356	-25,085	6,6524
40,027	-30,779	-18,143	7,128
35,631	-29,289	-25,003	7,4917
30,299	3,7667	31,884	0,44128
29,953	7,0764	30,277	-3,3301e-002
28,792	4,2417	26,897	0,3151
31,948	2,9629	30,388	1,4822
31,717	5,9404	28,693	1,0738
29,621	6,2225	31,052	4,2494e-003
29,648	2,5018	29,447	0,5976
19,225	-2,6358	21,521	-1,3228
23,248	3,6226	25,32	-0,44397
22,618	2,7473	18,702	-0,40961
13,006	4,2009	27,842	-1,3359
14,16	-9,0303	8,3801	-1,9653
15,425	-6,237	-2,6578	-1,4633
15,798	-14,647	3,6764	-1,9123
6,3036	-16,238	0,14826	-2,8093
27,3	-5,7928	29,19	-0,80821
27,338	-9,5013	27,726	-0,42562
23,242	-7,9937	21,678	-1,3037
27,265	-1,7354	25,476	-0,4249
28,688	-7,677	28,195	1,0212
28,597	-8,9125	24,56	0,84915
29,673	-5,9737	26,608	1,2014
26,398	-8,1106	28,89	-1,7822
28,122	-3,4752	28,027	-0,1424
30,307	-2,785	31,59	0,51333
30,492	-5,9552	29,932	1,6389
31,477	-4,2519	28,344	1,8191
30,144	-5,866	32,043	1,0936
28,203	-6,3888	30,626	-1,1645
29,926	-1,7534	29,763	0,4753
31,779	0,79744	32,863	1,0228
33,698	2,2901	31,978	1,8694
31,399	1,8291	31,037	0,98479
30,355	-28,947	13,598	2,1812
29,82	-26,811	8,7177	0,49563
32,32	-28,444	10,327	2,5312
30,889	-27,369	13,668	1,7864
20,09	-23,506	5,1258	-1,9702
10,596	-25,097	1,5977	-2,8671
19,449	-23,172	-1,701	-2,1183
40,089	-40,766	-0,50689	6,3219
41,059	-40,469	-6,3555	6,297
38,908	-38,471	-1,0781	6,2845
39,967	-37,192	2,7975	6,2662
39,212	-34,972	-2,7715	6,2704
44,289	-34,252	-2,6817	7,0619
43,66	-45,559	-3,6207	5,8365
43,507	-43,07	-0,39818	6,0964
38,388	-8,7353	30,58	7,6902
41,324	-4,338	27,008	7,423
35,489	-6,53	30,235	4,7092
37,222	-1,8671	31,007	4,4302
36,473	-4,8266	28,647	4,8893
39,543	-1,9802	32,452	5,1631
18,216	-14,563	17,517	-2,0604
19,854	-20,179	12,813	-2,0075
30,011	-13,863	27,354	1,8254
30,315	-12,387	28,676	3,2424
30,531	-9,6637	28,468	2,0215
30,44	-10,899	24,832	1,8494
28,241	-10,097	29,162	-0,78192
40,616	-7,8528	26,056	9,1633
37,947	-16,305	28,955	9,2519
34,564	-12,768	29,491	7,6703
34,78	-10,045	29,283	6,4494
36,203	-14,485	27,687	7,8548
34,689	-11,28	25,647	6,2773
35,765	-8,3414	27,695	6,6295
44,702	-41,158	24,038	6,0951
41,132	-48,59	23,178	5,125
44,857	-46,482	24,245	5,2918
36,184	-22,444	27,419	8,5076
34,747	-28,607	28,191	7,3724
32,945	-24,055	25,746	8,2895
33,917	-23,745	28,172	8,7501
35,799	-23,487	24,217	7,5187
33,816	-22,44	25,905	7,2549
41,824	-35,453	21,889	6,5607
39,877	-34,802	28,697	6,6417
44,568	-42,242	27,775	5,6771
40,788	-60,22	42,072	2,0319
35,697	-58,053	37,497	2,6682
35,932	-54,657	38,445	2,895
36,658	-52,223	43,211	2,3641
31,145	-14,762	28,031	4,4931
30,854	-17,06	22,202	2,614
32,783	-16,479	26,227	4,6777
31,269	-13,274	24,187	3,1002
30,339	-17,322	26,776	2,1375
32,16	-18,295	25,982	4,8221
39,449	-0,98461	26,483	5,9032
44,416	2,1814	20,267	9,4375
37,625	-6,883	22,074	6,0101
39,219	1,993	24,788	5,4948
38,7	-3,9441	24,123	6,3624
41,77	-1,0977	27,927	6,6361
33,428	-6,3681e-003	31,368	2,0638
32,68	-2,9659	29,008	2,5229
31,129	-0,46739	30,426	1,1791
34,143	9,3071	31,101	1,1233
32,25	11,49	27,867	-1,3197e-002
30,197	6,8786	26,879	0,22771
33,122	8,5774	28,676	0,9864
32,606	10,251	31,654	-5,1006e-002
31,026	8,8594	31,034	-8,3145e-002
32,21	-6,0247	-27,589	2,8562
32,322	-9,355	-28,969	3,6989
31,226	-5,2184	-31,491	1,5726
31,251	-9,5712	-30,497	3,1053
31,29	10,871	-28,01	-0,10161
30,321	9,1787	-30,048	-0,2544
30,864	-2,4833	-27,293	1,6939
29,777	1,5115	-30,834	0,18968
27,333	1,0768	-27,512	-0,3205
31,935	1,0093	-29,539	1,3735
29,867	0,20421	-31,778	0,21768
29,879	-1,6769	-31,195	0,41032
26,184	0,393	-30,72	-0,7655
18,845	3,0017	-27,898	-1,6148
22,868	4,7353	-26,125	-0,78843
23,873	10,176	-22,521	-1,1252
21,718	4,0515	-29,333	-1,2334
15,643	6,3379	-29,257	-1,0542
34,733	33,373	-0,76808	-3,1989
36,685	32,084	3,2109	-1,1889
33,047	31,629	1,4743	-5,9729
32,425	33,74	4,4111	-9,6401
32,979	36,377	2,6441	-6,9541
35,569	36,156	2,6583	-3,4153
32,389	32,917	1,7701	-7,2002
33,917	32,492	4,2501	-4,5212
51,669	29,459	-13,463	7,6278
53,557	34,192	-14,529	4,8346
54,888	31,259	-11,462	5,1206
48,681	54,426	13,379	2,0911
44,365	52,219	8,5347	2,6241
47,659	54,306	9,4345	2,7567
47,644	51,779	9,6429	3,3905
51,076	48,36	-22,848	4,3873e-002
52,432	46,948	-24,986	-2,5883
53,195	49,728	-24,839	-5,6904
77,56	60,7	-19,021	-2,6397
74,891	58,901	-16,182	0,34695
83,	57,853	19,082	-0,63473
82,291	60,696	21,555	-1,8377
49,393	61,076	6,8222	2,1925
49,7	65,028	6,1554	1,2864
51,829	59,386	12,545	1,7107
52,777	63,633	6,4107	1,5757
50,807	59,265	8,6014	2,3762
54,006	60,035	-7,5084	2,9349
54,954	60,516	-4,1809	3,2984
50,626	58,54	-5,738	3,2956
51,631	60,074	-2,5958	3,0817
84,337	24,633	-11,366	16,502
83,885	23,345	-8,0143	18,666
84,302	27,56	-10,24	12,262
87,324	25,272	-10,397	11,077
85,167	25,529	-7,203	13,285
82,646	23,853	-7,3801	11,26
86,78	49,53	-25,457	1,1527
81,826	51,002	-25,131	-9,4889
84,561	49,125	-22,553	0,62314
86,065	52,556	-25,649	0,26472
86,469	51,325	25,111	0,27021
84,875	53,824	20,745	0,56206
85,565	49,161	22,552	0,74394
84,088	49,476	24,335	-1,4589
82,478	49,873	24,548	-7,2109
83,104	66,801	15,936	-0,17291
84,843	67,037	18,428	-5,0977e-002
92,646	29,388	-0,71994	4,2299
92,9	26,489	4,3545	3,9272
91,084	26,994	1,0218	5,6712
94,079	27,677	-1,4698	2,7582
90,797	29,448	5,1434	5,6811
99,694	37,862	5,9888	-5,1006
97,617	39,583	3,4342	-3,3704
101,57	40,82	3,0117	-6,3179
101,2	40,753	-4,6204	-6,391
98,744	38,363	-5,4311	-4,2101
101,95	37,366	-7,1379	-10,461
98,61	40,617	-4,9215	-2,5586
101,39	43,001	-1,0298	-4,6993
102,24	25,849	18,678	-7,8736
103,86	28,754	-5,6484	-8,5001
101,06	28,015	-6,0785	-5,3761
104,46	28,349	-3,0093	-7,2727
101,37	30,057	-3,6351	-5,972
102,27	27,31	-4,1356	-6,5536
102,2	29,276	-5,4917	-7,5514
102,62	29,95	-2,669	-8,429
104,05	-0,64488	-32,178	0,55554
107,25	1,0456	-29,889	-0,6107
102,78	1,4997	-29,827	1,214
103,25	-1,3477	-29,883	1,4496
103,1	4,2912	-29,954	0,62085
103,29	3,0497	-32,979	0,31114
104,12	-12,096	-29,28	3,046
101,94	-14,614	-28,099	5,4911
104,05	-15,944	-24,934	2,8224
105,06	-10,976	-25,352	2,2036
101,63	-12,2	-29,072	5,3288
101,31	-8,9831	-30,621	4,5204
104,75	-8,5621	-26,326	2,0413
103,24	-6,8913	-29,143	2,6466
103,73	-7,6776	-30,554	2,1984
105,32	9,925	30,06	-0,69661
105,81	8,9535	26,897	-0,47882
103,86	12,176	28,352	-0,64932
109,2	9,5126	28,76	-1,053
104,32	9,1423	29,317	-0,18259
111,35	23,653	2,7939	-2,746
110,28	25,739	2,723	-3,3166
112,46	27,802	1,4222	-1,3992
109,75	27,695	2,3221	-3,5816
101,5	22,109	-23,663	-3,1997
103,22	18,793	-22,749	-3,345
102,73	23,007	-18,957	-4,716
104,29	20,679	-19,136	-4,3856
106,16	-9,2345	28,96	1,2726
107,87	-5,2549	29,129	-1,007
111,84	-6,0224	28,658	-1,8956
111,	-5,0399	23,618	-1,3156
105,51	-4,5987	27,688	0,48253
108,03	-10,772	23,411	-0,58085
105,61	-8,1949	27,73	1,2886
104,15	-13,496	28,462	3,3008
102,79	-12,302	27,645	4,4116
103,43	-10,031	28,728	3,7549
102,44	-31,072	0,44359	4,1453
106,48	-31,046	4,4326	-0,82183
102,31	-29,878	5,1284	3,9708
104,75	-29,07	3,8748	1,5932
105,66	-30,904	-5,6833	0,89241
105,71	-29,943	-7,9223	9,1116e-004
110,06	-29,279	-5,9134	-3,228
105,26	-27,368	-6,7173	-0,20708
105,62	-2,4273	31,472	5,0813e-002
103,26	-1,771	30,03	1,5404
118,1	13,11	16,293	-1,5135
123,28	12,209	14,515	-1,5831
118,21	9,7744	20,602	-1,4777
119,93	10,044	15,683	-1,6465
120,08	13,949	18,8	-2,4353
110,2	-19,52	20,573	-2,2182
114,62	-16,371	15,061	-2,2698
111,28	-20,275	17,588	-2,358
110,53	-16,302	19,944	-1,3818
111,87	-17,375	23,397	-3,4008
96,621	-36,144	-11,982	6,5834
99,695	-32,377	-12,995	6,5891
39,707	-23,596	-23,441	7,8854
40,269	-20,802	-24,494	8,4604
39,001	-25,42	-18,013	7,1369
38,654	-22,331	-19,798	6,6101
38,934	-19,144	-22,153	6,7498
43,434	-26,934	-18,178	7,5041
43,064	-16,558	-21,122	8,3347
32,856	-16,144	-25,116	4,0861
31,918	-13,933	-26,78	3,9004
29,685	-15,85	-23,993	1,5651
30,847	-14,149	-28,308	3,3068
48,79	28,16	-14,061	10,32
46,481	26,156	-14,067	8,8012
46,863	29,076	-17,443	8,7434
49,116	27,891	-17,819	12,395
37,989	36,352	9,8983	-0,5232
37,506	40,094	9,4912	-1,9734
36,352	38,081	6,2132	-2,9799
33,807	40,242	9,363	-4,0822
52,587	40,079	20,	-0,31059
52,3	43,651	21,886	-1,6608
53,402	46,531	22,094	-2,8908
36,413	27,967	-18,885	-1,3742
33,31	28,254	-19,62	-5,6591
33,592	24,464	-20,048	-3,5974
37,064	27,976	-22,821	-0,65037
63,522	29,33	4,104	1,2023
64,072	23,924	3,7814	-0,43076
61,178	27,527	4,8992	1,1595
60,726	24,93	8,1661	-0,26887
83,099	45,259	21,616	-2,2653
81,622	45,574	23,399	-4,4682
81,283	44,569	16,844	-0,96569
77,764	45,975	19,387	-2,8124
80,013	45,971	23,612	-10,22
81,669	42,3	23,994	-1,287
77,231	45,227	23,178	-10,9
50,627	56,885	5,6438	3,1477
47,402	59,287	3,1713	3,3787
60,957	55,376	-1,2126	3,2544
60,114	58,22	-3,0289	3,2141
65,387	58,051	0,72579	3,2985
63,371	52,38	-4,2693	4,3254
63,383	54,653	1,7099	4,6678
64,044	56,386	-4,6762	3,9088
63,253	51,879	-2,3613	5,9772
89,293	30,288	-1,7594	6,472
89,388	28,197	-3,8264	8,3184
90,7	27,439	-0,93616	6,74
93,695	28,122	-3,4278	3,827
92,777	29,819	-5,1519	4,8914
101,19	41,095	17,044	-3,4169
96,446	39,806	19,992	-0,22014
98,767	38,335	17,02	-2,1231
101,47	40,959	19,506	-3,1128
101,23	36,531	16,965	-6,2608
99,155	40,105	15,961	-1,969
101,86	42,729	18,447	-2,9587
109,52	19,511	4,4163	-2,9811
109,87	23,514	3,8304	-3,8384
