X Location (mm)	Y Location (mm)	Z Location (mm)	Normal Stress (MPa)
31,	0,76119	-36,892	-4,0936e-002
31,	-43,404	-83,379	2,1974e-003
31,	-41,207	-79,158	0,11567
31,	-39,01	-74,938	0,19887
31,	-36,813	-70,717	0,31522
31,	-34,616	-66,496	0,39927
31,	-32,419	-62,276	0,48654
31,	-30,221	-58,055	0,58635
31,	-28,024	-53,834	0,71611
31,	-25,827	-49,613	0,71434
31,	-23,63	-45,393	1,0179
31,	-21,433	-41,172	0,99388
31,	-19,236	-36,951	2,3945
31,	-43,404	83,379	2,0144e-003
31,	-47,675	-81,013	-3,9379e-002
31,	-51,817	-78,428	-0,13961
31,	-55,819	-75,632	-0,21328
31,	-59,671	-72,632	-0,29446
31,	-63,361	-69,436	-0,34041
31,	-66,881	-66,052	-0,36499
31,	-70,22	-62,491	-0,37021
31,	-73,37	-58,761	-0,3653
31,	-76,322	-54,872	-0,33768
31,	-79,068	-50,835	-0,29899
31,	-81,601	-46,661	-0,2645
31,	-83,914	-42,362	-0,21938
31,	-86,	-37,948	-0,17755
31,	-87,854	-33,431	-0,13661
31,	-89,471	-28,825	-0,10564
31,	-90,847	-24,14	-6,6199e-002
31,	-91,978	-19,391	-4,7105e-002
31,	-92,861	-14,589	-2,2992e-002
31,	-93,493	-9,748	-1,222e-002
31,	-93,873	-4,8806	4,8834e-003
31,	-94,	-7,6328e-014	4,42e-003
31,	-93,873	4,8806	-3,042e-003
31,	-93,493	9,748	-4,8396e-003
31,	-92,861	14,589	-1,9855e-002
31,	-91,978	19,391	-4,656e-002
31,	-90,847	24,14	-7,3097e-002
31,	-89,471	28,825	-0,10057
31,	-87,854	33,431	-0,13551
31,	-86,	37,948	-0,18315
31,	-83,914	42,362	-0,21929
31,	-81,601	46,661	-0,26511
31,	-79,068	50,835	-0,29802
31,	-76,322	54,872	-0,33847
31,	-73,37	58,761	-0,36015
31,	-70,22	62,491	-0,37198
31,	-66,881	66,052	-0,36045
31,	-63,361	69,436	-0,33735
31,	-59,671	72,632	-0,2866
31,	-55,819	75,632	-0,21517
31,	-51,817	78,428	-0,12895
31,	-47,675	81,013	-4,0124e-002
31,	-17,039	32,731	26,128
31,	-41,207	79,158	0,114
31,	-39,01	74,938	0,21301
31,	-36,813	70,717	0,31554
31,	-34,616	66,496	0,38433
31,	-32,419	62,276	0,48632
31,	-30,221	58,055	0,58626
31,	-28,024	53,834	0,69137
31,	-25,827	49,613	0,78394
31,	-23,63	45,393	1,0494
31,	-21,433	41,172	1,1675
31,	-19,236	36,951	2,2844
31,	5,3602	36,509	-0,6085
31,	0,76119	36,892	3,2787e-002
31,	-3,8497	36,699	0,46027
31,	-8,4004	35,931	0,88012
31,	-12,82	34,602	2,9447
31,	38,81	31,598	-4,2519
31,	34,031	32,299	-6,2992
31,	29,253	33,001	-6,77
31,	24,474	33,702	-6,4266
31,	19,696	34,404	-5,4828
31,	14,917	35,105	-3,72
31,	10,139	35,807	-1,895
51,	47,5	-29,	4,7396
51,	44,518	-28,846	7,3575
51,	41,568	-28,387	10,266
51,	38,681	-27,626	13,859
51,	35,887	-26,573	16,033
51,	33,216	-25,238	20,286
51,	30,697	-23,636	23,35
51,	28,356	-21,783	25,458
51,	26,217	-19,699	27,531
51,	24,305	-17,406	28,429
51,	22,638	-14,929	28,519
51,	21,235	-12,294	33,286
51,	20,11	-9,5277	35,609
51,	19,275	-6,6609	38,752
51,	18,74	-3,7236	40,946
51,	18,51	-0,74669	41,805
51,	18,586	2,2381	40,693
51,	18,97	5,1991	38,807
51,	19,656	8,1051	40,163
51,	20,637	10,925	36,198
51,	21,902	13,629	34,035
51,	23,439	16,189	34,971
51,	25,231	18,577	29,739
51,	27,26	20,768	27,403
51,	29,502	22,739	25,589
51,	31,936	24,469	22,036
51,	34,534	25,94	18,769
51,	37,27	27,136	14,917
51,	40,115	28,044	12,009
51,	43,037	28,655	8,9184
51,	46,007	28,962	5,9838
51,	48,993	28,962	3,2888
51,	51,963	28,655	1,8906
51,	54,885	28,044	1,1999
51,	57,73	27,136	1,4307
51,	60,466	25,94	1,9304
51,	63,064	24,469	1,4505
51,	65,498	22,739	0,84418
51,	67,74	20,768	0,33119
51,	69,769	18,577	0,15606
51,	71,561	16,189	8,2856e-002
51,	73,098	13,629	8,2296e-002
51,	74,363	10,925	9,502e-002
51,	75,344	8,1051	6,8905e-002
51,	76,03	5,1991	7,9227e-002
51,	76,414	2,2381	3,4664e-002
51,	76,49	-0,74669	6,4977e-002
51,	76,26	-3,7236	6,7858e-002
51,	75,725	-6,6609	7,7959e-002
51,	74,89	-9,5277	8,4309e-002
51,	73,765	-12,294	8,0403e-002
51,	72,362	-14,929	0,12785
51,	70,695	-17,406	0,22751
51,	68,783	-19,699	0,50673
51,	66,644	-21,783	1,0878
51,	64,303	-23,636	1,7539
51,	61,784	-25,238	1,613
51,	59,113	-26,573	1,0006
51,	56,319	-27,626	0,73569
51,	53,432	-28,387	1,1066
51,	50,482	-28,846	2,2747
51,	-43,404	-83,379	6,6748e-004
51,	-17,039	-32,731	20,546
51,	-41,207	-79,158	0,11418
51,	-39,01	-74,938	0,21234
51,	-36,813	-70,717	0,30854
51,	-34,616	-66,496	0,3633
51,	-32,419	-62,276	0,45256
51,	-30,221	-58,055	0,55591
51,	-28,024	-53,834	0,6495
51,	-25,827	-49,613	0,78229
51,	-23,63	-45,393	0,88587
51,	-21,433	-41,172	1,3679
51,	-19,236	-36,951	0,43786
51,	5,3602	-36,509	8,2491
51,	-12,82	-34,602	9,4181
51,	-8,4004	-35,931	6,6941
51,	-3,8497	-36,699	6,6076
51,	0,76119	-36,892	6,8961
51,	51,858	-29,682	0,86591
51,	47,208	-30,364	4,6094
51,	42,558	-31,047	9,2686
51,	37,909	-31,73	12,589
51,	33,259	-32,413	14,722
51,	28,609	-33,095	15,656
51,	23,959	-33,778	14,786
51,	19,31	-34,461	13,436
51,	14,66	-35,143	11,772
51,	10,01	-35,826	10,076
51,	51,858	29,682	0,67112
51,	56,483	-28,623	-0,60927
51,	60,884	-26,849	-0,76348
51,	64,95	-24,403	0,16019
51,	68,58	-21,346	6,8992e-002
51,	71,682	-17,755	-3,4771e-002
51,	74,179	-13,72	5,8427e-002
51,	76,008	-9,3421	5,6236e-002
51,	77,125	-4,7302	1,3993e-002
51,	77,5	-1,7347e-015	-5,5076e-003
51,	77,125	4,7302	1,7097e-002
51,	76,008	9,3421	6,6832e-002
51,	74,179	13,72	7,0935e-002
51,	71,682	17,755	-5,678e-003
51,	68,58	21,346	0,1136
51,	64,95	24,403	0,38409
51,	60,884	26,849	0,33713
51,	56,483	28,623	-4,8352e-002
51,	5,3602	36,509	8,3578
51,	47,208	30,364	4,0638
51,	42,558	31,047	8,7764
51,	37,909	31,73	12,533
51,	33,259	32,413	14,731
51,	28,609	33,095	15,871
51,	23,959	33,778	15,152
51,	19,31	34,461	13,839
51,	14,66	35,143	12,137
51,	10,01	35,826	10,359
51,	-17,039	32,731	20,152
51,	0,76119	36,892	7,2075
51,	-3,8497	36,699	6,6646
51,	-8,4004	35,931	6,6817
51,	-12,82	34,602	12,478
51,	-43,404	83,379	2,3961e-003
51,	-41,207	79,158	0,11841
51,	-39,01	74,938	0,20954
51,	-36,813	70,717	0,29058
51,	-34,616	66,496	0,38161
51,	-32,419	62,276	0,4665
51,	-30,221	58,055	0,58563
51,	-28,024	53,834	0,66841
51,	-25,827	49,613	0,75331
51,	-23,63	45,393	0,91914
51,	-21,433	41,172	1,3615
51,	-19,236	36,951	-0,29399
51,	-47,675	-81,013	-3,7513e-002
51,	-51,817	-78,428	-0,11874
51,	-55,819	-75,632	-0,19252
51,	-59,671	-72,632	-0,24408
51,	-63,361	-69,436	-0,28806
51,	-66,881	-66,052	-0,30719
51,	-70,22	-62,491	-0,30799
51,	-73,37	-58,761	-0,29919
51,	-76,322	-54,872	-0,27675
51,	-79,068	-50,835	-0,24646
51,	-81,601	-46,661	-0,20813
51,	-83,914	-42,362	-0,16983
51,	-86,	-37,948	-0,13736
51,	-87,854	-33,431	-0,10232
51,	-89,471	-28,825	-7,7638e-002
51,	-90,847	-24,14	-5,1311e-002
51,	-91,978	-19,391	-3,4975e-002
51,	-92,861	-14,589	-1,4991e-002
51,	-93,493	-9,748	-9,219e-003
51,	-93,873	-4,8806	1,8613e-003
51,	-94,	-7,6328e-014	2,244e-004
51,	-93,873	4,8806	1,1062e-003
51,	-93,493	9,748	-7,5917e-003
51,	-92,861	14,589	-1,4848e-002
51,	-91,978	19,391	-2,8637e-002
51,	-90,847	24,14	-5,4339e-002
51,	-89,471	28,825	-7,2335e-002
51,	-87,854	33,431	-0,10367
51,	-86,	37,948	-0,13914
51,	-83,914	42,362	-0,16966
51,	-81,601	46,661	-0,20476
51,	-79,068	50,835	-0,24305
51,	-76,322	54,872	-0,27238
51,	-73,37	58,761	-0,29905
51,	-70,22	62,491	-0,30852
51,	-66,881	66,052	-0,306
51,	-63,361	69,436	-0,28616
51,	-59,671	72,632	-0,24373
51,	-55,819	75,632	-0,17894
51,	-51,817	78,428	-0,11849
51,	-47,675	81,013	-3,4975e-002
46,	5,3602	-36,509	5,9444
41,	5,3602	-36,509	3,5495
36,	5,3602	-36,509	1,3388
36,	-17,039	-32,731	19,171
41,	-17,039	-32,731	21,831
46,	-17,039	-32,731	28,027
38,533	51,858	-29,682	-0,78394
32,883	42,072	-31,119	-2,7424
34,767	45,334	-30,64	-1,9615
36,65	48,596	-30,161	-1,3564
46,844	51,858	-29,682	1,7101
42,689	51,858	-29,682	0,90466
48,	69,426	-20,476	0,2956
40,615	55,72	-28,852	-0,56291
42,635	59,469	-27,509	-0,49993
44,562	63,046	-25,658	-0,35739
46,363	66,388	-23,308	-4,3689e-002
48,	69,426	20,476	0,43208
48,	72,244	-16,963	0,31563
48,	74,504	-13,069	0,20978
48,	76,156	-8,8795	0,10998
48,	77,162	-4,4903	3,5998e-002
48,	77,5	0,	-1,4139e-003
48,	77,162	4,4903	2,3757e-002
48,	76,156	8,8795	0,1281
48,	74,504	13,069	0,22217
48,	72,244	16,963	0,35255
38,533	51,858	29,682	-1,0685
46,363	66,388	23,308	0,41221
44,562	63,046	25,658	0,16561
42,635	59,469	27,509	-0,23284
40,615	55,72	28,852	-0,63847
46,844	51,858	29,682	1,5105
42,689	51,858	29,682	0,81596
36,65	48,596	30,161	-1,608
34,767	45,334	30,64	-2,3365
32,883	42,072	31,119	-3,1191
46,	5,3602	36,509	5,9896
41,	5,3602	36,509	3,5961
36,	5,3602	36,509	1,4099
46,	-17,039	32,731	25,887
41,	-17,039	32,731	21,145
36,	-17,039	32,731	19,875
46,	-43,404	83,379	1,5733e-002
41,	-43,404	83,379	1,3249e-002
36,	-43,404	83,379	2,1309e-002
46,	-43,404	-83,379	2,0543e-002
41,	-43,404	-83,379	7,4116e-003
36,	-43,404	-83,379	1,5985e-002
46,	68,5	-18,52	0,73003
46,	68,5	18,52	0,99925
46,	68,5	-13,89	1,2341
46,	68,5	-9,2601	1,8147
46,	68,5	-4,6301	1,9866
46,	68,5	-1,7347e-015	1,7183
46,	68,5	4,6301	1,868
46,	68,5	9,2601	1,6839
46,	68,5	13,89	1,2443
46,	71,191	14,924	0,46951
46,	73,273	10,943	0,16537
46,	74,691	6,6805	6,2701e-002
46,	75,41	2,2461	-0,10662
46,	75,41	-2,2461	-9,2333e-002
46,	74,691	-6,6805	2,3357e-002
46,	73,273	-10,943	0,22391
46,	71,191	-14,924	0,42448
46,138	68,74	-19,348	0,59162
36,801	52,567	-27,703	-1,5193
44,51	65,919	-21,922	-7,5664e-002
42,728	62,832	-24,054	-0,43376
40,828	59,542	-25,731	-0,57186
38,843	56,104	-26,948	-0,88953
31,268	42,983	-29,11	-1,9837
34,957	49,373	-28,172	-2,2328
33,112	46,178	-28,641	-2,7248
31,268	42,983	29,11	-2,0134
31,268	42,983	-24,258	-1,6047
31,268	42,983	-19,407	-1,4782
31,268	42,983	-14,555	-1,8479
31,268	42,983	-9,7034	-1,8655
31,268	42,983	-4,8517	-2,1728
31,268	42,983	-3,4694e-015	-1,1015
31,268	42,983	4,8517	-2,4783
31,268	42,983	9,7034	-1,5763
31,268	42,983	14,555	-1,4234
31,268	42,983	19,407	-1,552
31,268	42,983	24,258	-1,6858
36,801	52,567	27,703	-1,9554
33,112	46,178	28,641	-3,0344
34,957	49,373	28,172	-2,6009
46,138	68,74	19,348	0,83566
38,843	56,104	26,948	-1,1899
40,828	59,542	25,731	-0,59437
42,728	62,832	24,054	-0,17423
44,51	65,919	21,922	0,24426
37,351	52,448	-29,054	-1,5074
37,351	52,448	29,054	-1,9377
53,	47,5	-27,	-2,9682
53,	50,47	-26,836	-6,08
53,	53,404	-26,347	-7,0641
53,	56,267	-25,537	-6,2548
53,	59,023	-24,418	-10,899
53,	61,639	-23,002	-2,7857
53,	64,084	-21,307	0,17255
53,	66,327	-19,353	-2,2334e-002
53,	68,342	-17,165	0,12192
53,	70,103	-14,768	7,5276e-002
53,	71,591	-12,191	8,289e-002
53,	72,786	-9,4672	0,17392
53,	73,674	-6,6281	0,27836
53,	74,244	-3,7085	0,2846
53,	74,49	-0,74397	0,22513
53,	74,408	2,2296	0,24457
53,	73,999	5,1762	0,14588
53,	73,269	8,0599	0,28894
53,	72,226	10,846	0,28034
53,	70,883	13,5	0,14792
53,	69,256	15,99	0,16753
53,	67,365	18,287	0,10514
53,	65,232	20,361	1,824e-002
53,	62,885	22,188	-9,1507e-002
53,	60,351	23,746	1,4814e-002
53,	57,66	25,015	-4,2849
53,	54,847	25,981	-6,7885
53,	51,944	26,632	-4,8854
53,	48,987	26,959	-2,9783
53,	46,013	26,959	-4,6158
53,	43,056	26,632	-3,4598
53,	40,153	25,981	-0,656
53,	37,34	25,015	-0,96292
53,	34,649	23,746	-1,7448
53,	32,115	22,188	-1,8259
53,	29,768	20,361	0,62868
53,	27,635	18,287	1,5774e-002
53,	25,744	15,99	3,9326
53,	24,117	13,5	3,8742
53,	22,774	10,846	3,5655
53,	21,731	8,0599	3,2704
53,	21,001	5,1762	-0,49037
53,	20,592	2,2296	4,3534
53,	20,51	-0,74397	5,1704
53,	20,756	-3,7085	3,4241
53,	21,326	-6,6281	4,5583
53,	22,214	-9,4672	5,0541
53,	23,409	-12,191	4,6344
53,	24,897	-14,768	4,235
53,	26,658	-17,165	7,4643
53,	28,673	-19,353	3,9909
53,	30,916	-21,307	3,9715
53,	33,361	-23,002	1,1891
53,	35,977	-24,418	-2,0548
53,	38,733	-25,537	-2,1443
53,	41,596	-26,347	-1,7551
53,	44,53	-26,836	-2,8346
82,	47,5	-27,	-6,2167
82,	50,47	-26,836	-12,607
82,	53,404	-26,347	-6,4538
82,	56,267	-25,537	-11,127
82,	59,023	-24,418	-12,418
82,	61,639	-23,002	-14,869
82,	64,084	-21,307	-3,615
82,	66,327	-19,353	-0,58019
82,	68,342	-17,165	-0,14046
82,	70,103	-14,768	-4,5947e-002
82,	71,591	-12,191	1,2379e-002
82,	72,786	-9,4672	0,14062
82,	73,674	-6,6281	0,2471
82,	74,244	-3,7085	0,22972
82,	74,49	-0,74397	0,31514
82,	74,408	2,2296	0,30394
82,	73,999	5,1762	0,15685
82,	73,269	8,0599	0,18476
82,	72,226	10,846	0,16026
82,	70,883	13,5	6,4142e-002
82,	69,256	15,99	3,6339e-002
82,	67,365	18,287	-0,35312
82,	65,232	20,361	-0,48725
82,	62,885	22,188	-0,97446
82,	60,351	23,746	-6,19
82,	57,66	25,015	-14,108
82,	54,847	25,981	-5,0513
82,	51,944	26,632	-11,305
82,	48,987	26,959	-6,1859
82,	46,013	26,959	-6,8153
82,	43,056	26,632	-6,0907
82,	40,153	25,981	-4,9127
82,	37,34	25,015	-0,96907
82,	34,649	23,746	1,4299
82,	32,115	22,188	3,6269
82,	29,768	20,361	6,3604
82,	27,635	18,287	4,2804
82,	25,744	15,99	4,5702
82,	24,117	13,5	3,1723
82,	22,774	10,846	3,9554
82,	21,731	8,0599	6,0237
82,	21,001	5,1762	5,1831
82,	20,592	2,2296	7,0709
82,	20,51	-0,74397	2,9378
82,	20,756	-3,7085	-0,90697
82,	21,326	-6,6281	1,0541
82,	22,214	-9,4672	4,2403
82,	23,409	-12,191	5,6128
82,	24,897	-14,768	3,7413
82,	26,658	-17,165	7,0348
82,	28,673	-19,353	4,3786
82,	30,916	-21,307	4,7649
82,	33,361	-23,002	4,6393
82,	35,977	-24,418	3,819
82,	38,733	-25,537	0,18207
82,	41,596	-26,347	-6,3589
82,	44,53	-26,836	-3,8876
122,5	16,612	-29,551	0,4334
121,02	18,112	-28,656	-0,23239
119,5	16,642	-29,534	-2,1765
120,98	15,112	-30,345	0,30535
122,1	17,629	-28,956	-2,827
119,92	17,652	-28,942	1,9891
119,89	15,605	-30,095	-2,4766
122,09	15,581	-30,107	1,3689
122,5	16,612	29,551	0,89291
120,98	15,112	30,345	-0,50345
119,5	16,642	29,534	-1,669
121,02	18,112	28,656	0,58063
122,09	15,581	30,107	1,9841
119,89	15,604	30,095	-2,3385
119,92	17,652	28,942	2,0151
122,1	17,629	28,956	-2,1295
106,	-4,1516e-015	-33,9	0,22535
106,	-2,9961	-33,767	-1,8935
106,	-5,9687	-33,37	-2,5915
106,	-8,8946	-32,712	-3,0823
106,	-11,751	-31,798	-2,7926
106,	-14,515	-30,635	-5,9677
106,	-17,166	-29,232	-4,1657
106,	-19,682	-27,601	-5,638
106,	-22,045	-25,753	-5,4772
106,	-24,235	-23,704	-5,9088
106,	-26,235	-21,47	-5,7144
106,	-28,03	-19,067	-7,3925
106,	-29,605	-16,515	-5,5821
106,	-30,949	-13,834	-9,1371
106,	-32,05	-11,045	-6,2478
106,	-32,901	-8,1688	-2,7676
106,	-33,494	-5,229	-4,8131
106,	-33,825	-2,2483	-6,932
106,	-33,892	0,74994	-5,5264
106,	-33,693	3,7424	-3,9842
106,	-33,23	6,7055	-9,2651
106,	-32,508	9,6161	-4,0631
106,	-31,53	12,452	-3,4495
106,	-30,307	15,189	-4,7783
106,	-28,846	17,809	-6,7726
106,	-27,159	20,288	-4,1767
106,	-25,259	22,609	-7,1673
106,	-23,162	24,753	-5,3996
106,	-20,884	26,703	-4,6783
106,	-18,442	28,445	-5,505
106,	-15,856	29,963	-5,7861
106,	-13,146	31,247	-2,7007
106,	-10,333	32,287	-2,5301
106,	-7,439	33,074	-3,5811
106,	-4,4868	33,602	-1,0378
106,	-1,4995	33,867	0,57366
106,	1,4995	33,867	0,37943
106,	4,4868	33,602	6,2992e-002
106,	7,439	33,074	-0,1774
106,	10,333	32,287	-0,62527
106,	13,146	31,247	-1,0458
106,	15,856	29,963	-1,782
106,	18,442	28,445	-2,3734
106,	20,884	26,703	-3,8297
106,	23,162	24,753	-4,0313
106,	25,259	22,609	-5,8454
106,	27,159	20,288	-3,7787
106,	28,846	17,809	-5,514
106,	30,307	15,189	-4,5785
106,	31,53	12,452	-3,7302
106,	32,508	9,6161	-5,05
106,	33,23	6,7055	-2,9761
106,	33,693	3,7424	-4,1296
106,	33,892	0,74994	-4,9025
106,	33,825	-2,2483	-3,596
106,	33,494	-5,229	-4,0038
106,	32,901	-8,1688	-5,2585
106,	32,05	-11,045	-5,6749
106,	30,949	-13,834	-5,0492
106,	29,605	-16,515	-6,6624
106,	28,03	-19,067	-5,2349
106,	26,235	-21,47	-2,981
106,	24,235	-23,704	-4,4111
106,	22,045	-25,753	-3,7484
106,	19,682	-27,601	-2,7401
106,	17,166	-29,232	-1,9645
106,	14,515	-30,635	-1,5549
106,	11,751	-31,798	-1,0724
106,	8,8946	-32,712	-0,53663
106,	5,9687	-33,37	-0,30806
106,	2,9961	-33,767	0,1089
135,	4,1516e-015	-33,9	-1,2811
135,	4,9359	-33,539	-1,2691
135,	9,7666	-32,463	-1,0608
135,	14,389	-30,695	-0,83575
135,	18,705	-28,273	-0,4494
135,	22,622	-25,248	-0,12389
135,	26,057	-21,685	6,6327e-002
135,	28,937	-17,66	0,16359
135,	31,2	-13,258	0,14284
135,	32,798	-8,5744	8,9598e-002
135,	33,697	-3,7077	8,7932e-002
135,	33,877	1,2381	7,1536e-002
135,	33,336	6,1575	0,12888
135,	32,084	10,946	0,1621
135,	30,149	15,501	0,14357
135,	27,571	19,725	0,13961
135,	24,405	23,529	3,0844e-002
135,	20,719	26,832	-0,2423
135,	16,591	29,562	-0,6219
135,	12,11	31,663	-0,91517
135,	7,3709	33,089	-1,1263
135,	2,4745	33,81	-1,1682
135,	-2,4745	33,81	-1,2967
135,	-7,3709	33,089	-1,3593
135,	-12,11	31,663	-2,0509
135,	-16,591	29,562	-1,7902
135,	-20,719	26,832	-1,8976
135,	-24,405	23,529	-1,9329
135,	-27,571	19,725	-1,9832
135,	-30,149	15,501	-2,1432
135,	-32,084	10,946	-2,4402
135,	-33,336	6,1575	-2,4986
135,	-33,877	1,2381	-2,8237
135,	-33,697	-3,7077	-2,5262
135,	-32,798	-8,5744	-2,5971
135,	-31,2	-13,258	-2,3087
135,	-28,937	-17,66	-2,1384
135,	-26,057	-21,685	-2,0643
135,	-22,622	-25,248	-2,0545
135,	-18,705	-28,273	-2,0739
135,	-14,389	-30,695	-2,097
135,	-9,7666	-32,463	-1,8907
135,	-4,9359	-33,539	-1,4076
104,	4,3965e-015	-35,9	1,5966e-002
104,	2,9646	-35,777	-0,3627
104,	5,9089	-35,41	-0,84678
104,	8,8129	-34,801	-1,5893
104,	11,657	-33,955	-2,6597
104,	14,421	-32,876	-3,8138
104,	17,087	-31,573	-5,7128
104,	19,635	-30,054	-7,3247
104,	22,05	-28,33	-9,5203
104,	24,314	-26,412	-12,049
104,	26,412	-24,314	-14,516
104,	28,33	-22,05	-18,731
104,	30,054	-19,635	-19,343
104,	31,573	-17,087	-23,076
104,	32,876	-14,421	-23,436
104,	33,955	-11,657	-25,346
104,	34,801	-8,8129	-28,018
104,	35,41	-5,9089	-28,086
104,	35,777	-2,9646	-25,287
104,	35,9	3,4084e-014	-24,887
104,	35,777	2,9646	-26,703
104,	35,41	5,9089	-28,345
104,	34,801	8,8129	-26,449
104,	33,955	11,657	-26,204
104,	32,876	14,421	-25,821
104,	31,573	17,087	-22,415
104,	30,054	19,635	-19,432
104,	28,33	22,05	-19,346
104,	26,412	24,314	-13,846
104,	24,314	26,412	-12,377
104,	22,05	28,33	-9,6371
104,	19,635	30,054	-7,5695
104,	17,087	31,573	-5,6189
104,	14,421	32,876	-3,8182
104,	11,657	33,955	-2,5452
104,	8,8129	34,801	-1,5891
104,	5,9089	35,41	-0,78802
104,	2,9646	35,777	-0,23439
104,	-4,597e-014	35,9	0,11824
104,	-2,9646	35,777	0,55037
104,	-5,9089	35,41	0,78689
104,	-8,8129	34,801	1,6559
104,	-11,657	33,955	3,3911
104,	-14,421	32,876	8,3031
104,	-17,087	31,573	15,779
104,	-19,635	30,054	12,853
104,	-22,05	28,33	13,396
104,	-24,314	26,412	12,859
104,	-26,412	24,314	14,118
104,	-28,33	22,05	13,049
104,	-30,054	19,635	13,326
104,	-31,573	17,087	12,983
104,	-32,876	14,421	12,483
104,	-33,955	11,657	12,899
104,	-34,801	8,8129	11,65
104,	-35,41	5,9089	11,914
104,	-35,777	2,9646	14,13
104,	-35,9	-6,1573e-014	12,809
104,	-35,777	-2,9646	11,787
104,	-35,41	-5,9089	11,405
104,	-34,801	-8,8129	11,861
104,	-33,955	-11,657	12,511
104,	-32,876	-14,421	12,252
104,	-31,573	-17,087	12,011
104,	-30,054	-19,635	12,87
104,	-28,33	-22,05	12,448
104,	-26,412	-24,314	13,087
104,	-24,314	-26,412	14,389
104,	-22,05	-28,33	12,997
104,	-19,635	-30,054	12,9
104,	-17,087	-31,573	15,666
104,	-14,421	-32,876	9,2123
104,	-11,657	-33,955	3,5037
104,	-8,8129	-34,801	1,4925
104,	-5,9089	-35,41	0,73441
104,	-2,9646	-35,777	0,41766
104,	41,983	30,245	-2,5608
104,	41,983	-30,245	-2,0315
104,	41,983	25,592	-2,0281
104,	41,983	20,939	-1,8354
104,	41,983	16,286	-2,1423
104,	41,983	11,633	-1,9573
104,	41,983	6,9797	-1,7632
104,	41,983	2,3266	-1,7293
104,	41,983	-2,3266	-1,9196
104,	41,983	-6,9797	-2,3626
104,	41,983	-11,633	-2,4961
104,	41,983	-16,286	-2,1392
104,	41,983	-20,939	-1,9717
104,	41,983	-25,592	-2,0333
104,	38,81	31,598	-4,7242
104,	5,3602	36,509	-0,81016
104,	34,031	32,299	-6,7395
104,	29,253	33,001	-7,0516
104,	24,474	33,702	-7,1448
104,	19,696	34,404	-6,0305
104,	14,917	35,105	-4,175
104,	10,139	35,807	-2,2075
104,	-17,039	32,731	28,797
104,	0,76119	36,892	-0,12341
104,	-3,8497	36,699	0,43837
104,	-8,4004	35,931	0,73726
104,	-12,82	34,602	-0,2771
104,	-43,404	83,379	1,4602e-003
104,	-41,207	79,158	0,11521
104,	-39,01	74,938	0,21233
104,	-36,813	70,717	0,31769
104,	-34,616	66,496	0,38319
104,	-32,419	62,276	0,48024
104,	-30,221	58,055	0,53354
104,	-28,024	53,834	0,66812
104,	-25,827	49,613	0,85506
104,	-23,63	45,393	1,1105
104,	-21,433	41,172	1,2296
104,	-19,236	36,951	2,8707
104,	-43,404	-83,379	2,6071e-004
104,	-47,675	-81,013	-4,8708e-002
104,	-51,817	-78,428	-0,13691
104,	-55,819	-75,632	-0,22501
104,	-59,671	-72,632	-0,28688
104,	-63,361	-69,436	-0,33917
104,	-66,881	-66,052	-0,36223
104,	-70,22	-62,491	-0,37029
104,	-73,37	-58,761	-0,36
104,	-76,322	-54,872	-0,3378
104,	-79,068	-50,835	-0,30038
104,	-81,601	-46,661	-0,26659
104,	-83,914	-42,362	-0,21974
104,	-86,	-37,948	-0,18042
104,	-87,854	-33,431	-0,13746
104,	-89,471	-28,825	-0,10225
104,	-90,847	-24,14	-7,0169e-002
104,	-91,978	-19,391	-4,5476e-002
104,	-92,861	-14,589	-2,1939e-002
104,	-93,493	-9,748	-1,1476e-002
104,	-93,873	-4,8806	2,1912e-003
104,	-94,	-7,6328e-014	5,7365e-004
104,	-93,873	4,8806	2,5961e-003
104,	-93,493	9,748	-1,2067e-002
104,	-92,861	14,589	-1,9686e-002
104,	-91,978	19,391	-4,6762e-002
104,	-90,847	24,14	-6,8352e-002
104,	-89,471	28,825	-0,10548
104,	-87,854	33,431	-0,13705
104,	-86,	37,948	-0,18018
104,	-83,914	42,362	-0,22004
104,	-81,601	46,661	-0,26399
104,	-79,068	50,835	-0,30106
104,	-76,322	54,872	-0,3364
104,	-73,37	58,761	-0,36237
104,	-70,22	62,491	-0,37486
104,	-66,881	66,052	-0,36512
104,	-63,361	69,436	-0,33181
104,	-59,671	72,632	-0,29456
104,	-55,819	75,632	-0,22199
104,	-51,817	78,428	-0,13096
104,	-47,675	81,013	-4,3437e-002
104,	-17,039	-32,731	27,989
104,	-41,207	-79,158	0,11808
104,	-39,01	-74,938	0,20242
104,	-36,813	-70,717	0,31501
104,	-34,616	-66,496	0,37648
104,	-32,419	-62,276	0,46946
104,	-30,221	-58,055	0,58933
104,	-28,024	-53,834	0,63855
104,	-25,827	-49,613	0,78084
104,	-23,63	-45,393	1,0727
104,	-21,433	-41,172	1,0289
104,	-19,236	-36,951	2,4252
104,	5,3602	-36,509	-0,92678
104,	-12,82	-34,602	0,37547
104,	-8,4004	-35,931	0,64096
104,	-3,8497	-36,699	0,11013
104,	0,76119	-36,892	-0,17809
104,	38,81	-31,598	-4,2312
104,	34,031	-32,299	-6,3359
104,	29,253	-33,001	-6,785
104,	24,474	-33,702	-6,9927
104,	19,696	-34,404	-6,077
104,	14,917	-35,105	-4,218
104,	10,139	-35,807	-2,2676
84,	47,5	-29,	4,7613
